k,TP_maintained_risky,FP_unnecessary_maintenance,TN_correct_no_maintenance,FN_missed_risky_cases,false_negative_rate,false_positive_rate,total_cost,average_cost_per_sample,dataset,cost_fn,cost_fp,split_used_for_k_selection
1.8,1061,2436,6966,31,0.028388278388278388,0.25909380982769625,2498.0,0.23804078521059654,FD002,2,1.0,calibration
1.85,1063,2566,6836,29,0.026556776556776556,0.272920655179749,2624.0,0.25004764627406134,FD002,2,1.0,calibration
1.9,1065,2700,6702,27,0.024725274725274724,0.2871729419272495,2754.0,0.2624356775300172,FD002,2,1.0,calibration
1.95,1067,2813,6589,25,0.022893772893772892,0.2991916613486492,2863.0,0.27282256527539545,FD002,2,1.0,calibration
2.0,1069,2937,6465,23,0.021062271062271064,0.31238034460753034,2983.0,0.2842576710501239,FD002,2,1.0,calibration
2.05,1072,3064,6338,20,0.018315018315018316,0.32588810891299724,3104.0,0.295788069372975,FD002,2,1.0,calibration
2.1,1074,3189,6213,18,0.016483516483516484,0.33918315252074027,3225.0,0.3073184676958262,FD002,2,1.0,calibration
2.15,1075,3296,6106,17,0.015567765567765568,0.3505637098489683,3330.0,0.31732418524871353,FD002,2,1.0,calibration
2.2,1077,3413,5989,15,0.013736263736263736,0.3630078706658158,3443.0,0.3280922431865828,FD002,2,1.0,calibration
2.25,1077,3533,5869,15,0.013736263736263736,0.3757711125292491,3563.0,0.3395273489613112,FD002,2,1.0,calibration
2.3,1079,3644,5758,13,0.011904761904761904,0.38757711125292493,3670.0,0.34972365161044405,FD002,2,1.0,calibration
2.35,1079,3777,5625,13,0.011904761904761904,0.4017230376515635,3803.0,0.36239756051076805,FD002,2,1.0,calibration
2.4,1079,3909,5493,13,0.011904761904761904,0.41576260370134016,3935.0,0.3749761768629693,FD002,2,1.0,calibration
2.45,1081,4043,5359,11,0.010073260073260074,0.43001489044884067,4065.0,0.3873642081189251,FD002,2,1.0,calibration
2.5,1081,4149,5253,11,0.010073260073260074,0.44128908742820677,4171.0,0.3974652182199352,FD002,2,1.0,calibration
2.55,1082,4261,5141,10,0.009157509157509158,0.4532014465007445,4281.0,0.40794739851343625,FD002,2,1.0,calibration
2.6,1082,4382,5020,10,0.009157509157509158,0.4660710487130398,4402.0,0.4194777968362874,FD002,2,1.0,calibration
2.65,1083,4484,4918,9,0.008241758241758242,0.47691980429695807,4502.0,0.42900705164856107,FD002,2,1.0,calibration
2.7,1083,4603,4799,9,0.008241758241758242,0.48957668581152947,4621.0,0.4403468648751668,FD002,2,1.0,calibration
2.75,1083,4729,4673,9,0.008241758241758242,0.5029780897681344,4747.0,0.4523537259386316,FD002,2,1.0,calibration
2.8,1083,4845,4557,9,0.008241758241758242,0.51531589023612,4863.0,0.46340766152086904,FD002,2,1.0,calibration
2.85,1084,4974,4428,8,0.007326007326007326,0.5290363752393108,4990.0,0.47550981513245666,FD002,2,1.0,calibration
2.9,1085,5094,4308,7,0.00641025641025641,0.541799617102744,5108.0,0.4867543358109396,FD002,2,1.0,calibration
2.95,1085,5204,4198,7,0.00641025641025641,0.553499255477558,5218.0,0.49723651610444064,FD002,2,1.0,calibration
3.0,1085,5327,4075,7,0.00641025641025641,0.5665815783875771,5341.0,0.5089574995235373,FD002,2,1.0,calibration
0.0,495,113,9289,597,0.5467032967032966,0.012018719421399702,3098.0,0.2952163140842386,FD002,5,1.0,calibration
0.05,511,125,9277,581,0.532051282051282,0.013295043607743034,3030.0,0.2887364208118925,FD002,5,1.0,calibration
0.1,530,141,9261,562,0.5146520146520146,0.014996809189534142,2951.0,0.2812083095101963,FD002,5,1.0,calibration
0.15,556,160,9242,536,0.4908424908424908,0.017017655817911082,2840.0,0.2706308366685725,FD002,5,1.0,calibration
0.2,571,170,9232,521,0.47710622710622713,0.018081259306530525,2775.0,0.2644368210405946,FD002,5,1.0,calibration
0.25,599,183,9219,493,0.45146520146520147,0.0194639438417358,2648.0,0.25233466742900706,FD002,5,1.0,calibration
0.3,620,203,9199,472,0.43223443223443225,0.021591150818974687,2563.0,0.24423480083857443,FD002,5,1.0,calibration
0.35,643,228,9174,449,0.41117216117216115,0.024250159540523293,2473.0,0.2356584715075281,FD002,5,1.0,calibration
0.4,663,257,9145,429,0.39285714285714285,0.027334609657519677,2402.0,0.2288927005908138,FD002,5,1.0,calibration
0.45,686,278,9124,406,0.3717948717948718,0.029568176983620506,2308.0,0.21993520106727654,FD002,5,1.0,calibration
0.5,708,308,9094,384,0.3516483516483517,0.03275898744947883,2228.0,0.2123117972174576,FD002,5,1.0,calibration
0.55,730,341,9061,362,0.3315018315018315,0.036268878961923,2151.0,0.20497427101200685,FD002,5,1.0,calibration
0.6,752,372,9030,340,0.31135531135531136,0.03956604977664327,2072.0,0.19744615971031065,FD002,5,1.0,calibration
0.65,773,413,8989,319,0.29212454212454214,0.04392682407998298,2008.0,0.1913474366304555,FD002,5,1.0,calibration
0.7,800,453,8949,292,0.2673992673992674,0.048181238034460755,1913.0,0.18229464455879552,FD002,5,1.0,calibration
0.75,827,493,8909,265,0.24267399267399267,0.05243565198893852,1818.0,0.1732418524871355,FD002,5,1.0,calibration
0.8,840,547,8855,252,0.23076923076923078,0.05817911082748351,1807.0,0.1721936344577854,FD002,5,1.0,calibration
0.85,860,589,8813,232,0.21245421245421245,0.06264624547968517,1749.0,0.16666666666666666,FD002,5,1.0,calibration
0.9,891,643,8759,201,0.18406593406593408,0.06838970431823016,1648.0,0.15704211930627024,FD002,5,1.0,calibration
0.95,914,710,8692,178,0.163003663003663,0.07551584769198043,1600.0,0.15246807699637888,FD002,5,1.0,calibration
1.0,932,769,8633,160,0.14652014652014653,0.08179110827483514,1569.0,0.14951400800457404,FD002,5,1.0,calibration
1.05,946,839,8563,146,0.1336996336996337,0.08923633269517124,1569.0,0.14951400800457404,FD002,5,1.0,calibration
1.1,960,927,8475,132,0.12087912087912088,0.09859604339502234,1587.0,0.1512292738707833,FD002,5,1.0,calibration
1.15,971,1011,8391,121,0.1108058608058608,0.10753031269942566,1616.0,0.15399275776634266,FD002,5,1.0,calibration
1.2,978,1079,8323,114,0.1043956043956044,0.11476281642203787,1649.0,0.15713741185439298,FD002,5,1.0,calibration
1.25,996,1174,8228,96,0.08791208791208792,0.12486704956392257,1654.0,0.15761387459500667,FD002,5,1.0,calibration
1.3,1002,1261,8141,90,0.08241758241758242,0.13412039991491173,1711.0,0.16304554983800268,FD002,5,1.0,calibration
1.35,1007,1353,8049,85,0.07783882783882784,0.1439055520102106,1778.0,0.16943015056222605,FD002,5,1.0,calibration
1.4,1020,1454,7948,72,0.06593406593406594,0.15464794724526695,1814.0,0.17286068229464455,FD002,5,1.0,calibration
1.45,1029,1565,7837,63,0.057692307692307696,0.16645394596894278,1880.0,0.17914999047074517,FD002,5,1.0,calibration
1.5,1034,1686,7716,58,0.05311355311355311,0.17932354818123802,1976.0,0.18829807509052793,FD002,5,1.0,calibration
1.55,1042,1811,7591,50,0.045787545787545784,0.19261859178898108,2061.0,0.19639794168096056,FD002,5,1.0,calibration
1.6,1045,1927,7475,47,0.04304029304029304,0.2049563922569666,2162.0,0.20602248904135698,FD002,5,1.0,calibration
1.65,1050,2054,7348,42,0.038461538461538464,0.21846415656243354,2264.0,0.21574232894987613,FD002,5,1.0,calibration
1.7,1053,2200,7202,39,0.03571428571428571,0.2339927674962774,2395.0,0.22822565275395465,FD002,5,1.0,calibration
1.75,1058,2319,7083,34,0.031135531135531136,0.24664964901084876,2489.0,0.2371831522774919,FD002,5,1.0,calibration
1.8,1061,2436,6966,31,0.028388278388278388,0.25909380982769625,2591.0,0.24690299218601106,FD002,5,1.0,calibration
1.85,1063,2566,6836,29,0.026556776556776556,0.272920655179749,2711.0,0.2583380979607395,FD002,5,1.0,calibration
1.9,1065,2700,6702,27,0.024725274725274724,0.2871729419272495,2835.0,0.2701543739279588,FD002,5,1.0,calibration
1.95,1067,2813,6589,25,0.022893772893772892,0.2991916613486492,2938.0,0.2799695063846007,FD002,5,1.0,calibration
2.0,1069,2937,6465,23,0.021062271062271064,0.31238034460753034,3052.0,0.29083285687059274,FD002,5,1.0,calibration
2.05,1072,3064,6338,20,0.018315018315018316,0.32588810891299724,3164.0,0.3015056222603392,FD002,5,1.0,calibration
2.1,1074,3189,6213,18,0.016483516483516484,0.33918315252074027,3279.0,0.312464265294454,FD002,5,1.0,calibration
2.15,1075,3296,6106,17,0.015567765567765568,0.3505637098489683,3381.0,0.32218410520297314,FD002,5,1.0,calibration
2.2,1077,3413,5989,15,0.013736263736263736,0.3630078706658158,3488.0,0.332380407852106,FD002,5,1.0,calibration
2.25,1077,3533,5869,15,0.013736263736263736,0.3757711125292491,3608.0,0.3438155136268344,FD002,5,1.0,calibration
2.3,1079,3644,5758,13,0.011904761904761904,0.38757711125292493,3709.0,0.3534400609872308,FD002,5,1.0,calibration
2.35,1079,3777,5625,13,0.011904761904761904,0.4017230376515635,3842.0,0.3661139698875548,FD002,5,1.0,calibration
2.4,1079,3909,5493,13,0.011904761904761904,0.41576260370134016,3974.0,0.37869258623975605,FD002,5,1.0,calibration
2.45,1081,4043,5359,11,0.010073260073260074,0.43001489044884067,4098.0,0.3905088622069754,FD002,5,1.0,calibration
2.5,1081,4149,5253,11,0.010073260073260074,0.44128908742820677,4204.0,0.4006098723079855,FD002,5,1.0,calibration
2.55,1082,4261,5141,10,0.009157509157509158,0.4532014465007445,4311.0,0.41080617495711835,FD002,5,1.0,calibration
2.6,1082,4382,5020,10,0.009157509157509158,0.4660710487130398,4432.0,0.4223365732799695,FD002,5,1.0,calibration
2.65,1083,4484,4918,9,0.008241758241758242,0.47691980429695807,4529.0,0.43157995044787495,FD002,5,1.0,calibration
2.7,1083,4603,4799,9,0.008241758241758242,0.48957668581152947,4648.0,0.44291976367448066,FD002,5,1.0,calibration
2.75,1083,4729,4673,9,0.008241758241758242,0.5029780897681344,4774.0,0.4549266247379455,FD002,5,1.0,calibration
2.8,1083,4845,4557,9,0.008241758241758242,0.51531589023612,4890.0,0.465980560320183,FD002,5,1.0,calibration
2.85,1084,4974,4428,8,0.007326007326007326,0.5290363752393108,5014.0,0.4777968362874023,FD002,5,1.0,calibration
2.9,1085,5094,4308,7,0.00641025641025641,0.541799617102744,5129.0,0.4887554793215171,FD002,5,1.0,calibration
2.95,1085,5204,4198,7,0.00641025641025641,0.553499255477558,5239.0,0.4992376596150181,FD002,5,1.0,calibration
3.0,1085,5327,4075,7,0.00641025641025641,0.5665815783875771,5362.0,0.5109586430341148,FD002,5,1.0,calibration
0.0,495,113,9289,597,0.5467032967032966,0.012018719421399702,6083.0,0.5796645702306079,FD002,10,1.0,calibration
0.05,511,125,9277,581,0.532051282051282,0.013295043607743034,5935.0,0.565561273108443,FD002,10,1.0,calibration
0.1,530,141,9261,562,0.5146520146520146,0.014996809189534142,5761.0,0.5489803697350867,FD002,10,1.0,calibration
0.15,556,160,9242,536,0.4908424908424908,0.017017655817911082,5520.0,0.5260148656375071,FD002,10,1.0,calibration
0.2,571,170,9232,521,0.47710622710622713,0.018081259306530525,5380.0,0.512673908900324,FD002,10,1.0,calibration
0.25,599,183,9219,493,0.45146520146520147,0.0194639438417358,5113.0,0.48723079855155327,FD002,10,1.0,calibration
0.3,620,203,9199,472,0.43223443223443225,0.021591150818974687,4923.0,0.4691252144082333,FD002,10,1.0,calibration
0.35,643,228,9174,449,0.41117216117216115,0.024250159540523293,4718.0,0.44959024204307224,FD002,10,1.0,calibration
0.4,663,257,9145,429,0.39285714285714285,0.027334609657519677,4547.0,0.43329521631408424,FD002,10,1.0,calibration
0.45,686,278,9124,406,0.3717948717948718,0.029568176983620506,4338.0,0.41337907375643224,FD002,10,1.0,calibration
0.5,708,308,9094,384,0.3516483516483517,0.03275898744947883,4148.0,0.39527348961311226,FD002,10,1.0,calibration
0.55,730,341,9061,362,0.3315018315018315,0.036268878961923,3961.0,0.37745378311416045,FD002,10,1.0,calibration
0.6,752,372,9030,340,0.31135531135531136,0.03956604977664327,3772.0,0.3594434915189632,FD002,10,1.0,calibration
0.65,773,413,8989,319,0.29212454212454214,0.04392682407998298,3603.0,0.3433390508862207,FD002,10,1.0,calibration
0.7,800,453,8949,292,0.2673992673992674,0.048181238034460755,3373.0,0.32142176481799123,FD002,10,1.0,calibration
0.75,827,493,8909,265,0.24267399267399267,0.05243565198893852,3143.0,0.29950447874976177,FD002,10,1.0,calibration
0.8,840,547,8855,252,0.23076923076923078,0.05817911082748351,3067.0,0.29226224509243376,FD002,10,1.0,calibration
0.85,860,589,8813,232,0.21245421245421245,0.06264624547968517,2909.0,0.27720602248904136,FD002,10,1.0,calibration
0.9,891,643,8759,201,0.18406593406593408,0.06838970431823016,2653.0,0.25281113016962076,FD002,10,1.0,calibration
0.95,914,710,8692,178,0.163003663003663,0.07551584769198043,2490.0,0.23727844482561464,FD002,10,1.0,calibration
1.0,932,769,8633,160,0.14652014652014653,0.08179110827483514,2369.0,0.22574804650276348,FD002,10,1.0,calibration
1.05,946,839,8563,146,0.1336996336996337,0.08923633269517124,2299.0,0.2190775681341719,FD002,10,1.0,calibration
1.1,960,927,8475,132,0.12087912087912088,0.09859604339502234,2247.0,0.2141223556317896,FD002,10,1.0,calibration
1.15,971,1011,8391,121,0.1108058608058608,0.10753031269942566,2221.0,0.21164474938059843,FD002,10,1.0,calibration
1.2,978,1079,8323,114,0.1043956043956044,0.11476281642203787,2219.0,0.21145416428435296,FD002,10,1.0,calibration
1.25,996,1174,8228,96,0.08791208791208792,0.12486704956392257,2134.0,0.20335429769392033,FD002,10,1.0,calibration
1.3,1002,1261,8141,90,0.08241758241758242,0.13412039991491173,2161.0,0.20592719649323424,FD002,10,1.0,calibration
1.35,1007,1353,8049,85,0.07783882783882784,0.1439055520102106,2203.0,0.20992948351438917,FD002,10,1.0,calibration
1.4,1020,1454,7948,72,0.06593406593406594,0.15464794724526695,2174.0,0.2071659996188298,FD002,10,1.0,calibration
1.45,1029,1565,7837,63,0.057692307692307696,0.16645394596894278,2195.0,0.2091671431294073,FD002,10,1.0,calibration
1.5,1034,1686,7716,58,0.05311355311355311,0.17932354818123802,2266.0,0.21593291404612158,FD002,10,1.0,calibration
1.55,1042,1811,7591,50,0.045787545787545784,0.19261859178898108,2311.0,0.22022107871164476,FD002,10,1.0,calibration
1.6,1045,1927,7475,47,0.04304029304029304,0.2049563922569666,2397.0,0.22841623785020013,FD002,10,1.0,calibration
1.65,1050,2054,7348,42,0.038461538461538464,0.21846415656243354,2474.0,0.23575376405565085,FD002,10,1.0,calibration
1.7,1053,2200,7202,39,0.03571428571428571,0.2339927674962774,2590.0,0.24680769963788832,FD002,10,1.0,calibration
1.75,1058,2319,7083,34,0.031135531135531136,0.24664964901084876,2659.0,0.25338288545835713,FD002,10,1.0,calibration
1.8,1061,2436,6966,31,0.028388278388278388,0.25909380982769625,2746.0,0.26167333714503527,FD002,10,1.0,calibration
1.85,1063,2566,6836,29,0.026556776556776556,0.272920655179749,2856.0,0.27215551743853633,FD002,10,1.0,calibration
1.9,1065,2700,6702,27,0.024725274725274724,0.2871729419272495,2970.0,0.2830188679245283,FD002,10,1.0,calibration
1.95,1067,2813,6589,25,0.022893772893772892,0.2991916613486492,3063.0,0.2918810748999428,FD002,10,1.0,calibration
2.0,1069,2937,6465,23,0.021062271062271064,0.31238034460753034,3167.0,0.30179149990470744,FD002,10,1.0,calibration
2.05,1072,3064,6338,20,0.018315018315018316,0.32588810891299724,3264.0,0.3110348770726129,FD002,10,1.0,calibration
2.1,1074,3189,6213,18,0.016483516483516484,0.33918315252074027,3369.0,0.3210405946255003,FD002,10,1.0,calibration
2.15,1075,3296,6106,17,0.015567765567765568,0.3505637098489683,3466.0,0.33028397179340574,FD002,10,1.0,calibration
2.2,1077,3413,5989,15,0.013736263736263736,0.3630078706658158,3563.0,0.3395273489613112,FD002,10,1.0,calibration
2.25,1077,3533,5869,15,0.013736263736263736,0.3757711125292491,3683.0,0.35096245473603965,FD002,10,1.0,calibration
2.3,1079,3644,5758,13,0.011904761904761904,0.38757711125292493,3774.0,0.3596340766152087,FD002,10,1.0,calibration
2.35,1079,3777,5625,13,0.011904761904761904,0.4017230376515635,3907.0,0.3723079855155327,FD002,10,1.0,calibration
2.4,1079,3909,5493,13,0.011904761904761904,0.41576260370134016,4039.0,0.38488660186773394,FD002,10,1.0,calibration
2.45,1081,4043,5359,11,0.010073260073260074,0.43001489044884067,4153.0,0.39574995235372595,FD002,10,1.0,calibration
2.5,1081,4149,5253,11,0.010073260073260074,0.44128908742820677,4259.0,0.40585096245473606,FD002,10,1.0,calibration
2.55,1082,4261,5141,10,0.009157509157509158,0.4532014465007445,4361.0,0.4155708023632552,FD002,10,1.0,calibration
2.6,1082,4382,5020,10,0.009157509157509158,0.4660710487130398,4482.0,0.42710120068610635,FD002,10,1.0,calibration
2.65,1083,4484,4918,9,0.008241758241758242,0.47691980429695807,4574.0,0.4358681151133981,FD002,10,1.0,calibration
2.7,1083,4603,4799,9,0.008241758241758242,0.48957668581152947,4693.0,0.44720792834000384,FD002,10,1.0,calibration
2.75,1083,4729,4673,9,0.008241758241758242,0.5029780897681344,4819.0,0.45921478940346866,FD002,10,1.0,calibration
2.8,1083,4845,4557,9,0.008241758241758242,0.51531589023612,4935.0,0.4702687249857061,FD002,10,1.0,calibration
2.85,1084,4974,4428,8,0.007326007326007326,0.5290363752393108,5054.0,0.4816085382123118,FD002,10,1.0,calibration
2.9,1085,5094,4308,7,0.00641025641025641,0.541799617102744,5164.0,0.4920907185058128,FD002,10,1.0,calibration
2.95,1085,5204,4198,7,0.00641025641025641,0.553499255477558,5274.0,0.5025728987993139,FD002,10,1.0,calibration
3.0,1085,5327,4075,7,0.00641025641025641,0.5665815783875771,5397.0,0.5142938822184105,FD002,10,1.0,calibration
0.0,495,113,9289,597,0.5467032967032966,0.012018719421399702,12053.0,1.1485610825233468,FD002,20,1.0,calibration
0.05,511,125,9277,581,0.532051282051282,0.013295043607743034,11745.0,1.1192109777015438,FD002,20,1.0,calibration
0.1,530,141,9261,562,0.5146520146520146,0.014996809189534142,11381.0,1.0845244901848676,FD002,20,1.0,calibration
0.15,556,160,9242,536,0.4908424908424908,0.017017655817911082,10880.0,1.0367829235753765,FD002,20,1.0,calibration
0.2,571,170,9232,521,0.47710622710622713,0.018081259306530525,10590.0,1.0091480846197827,FD002,20,1.0,calibration
0.25,599,183,9219,493,0.45146520146520147,0.0194639438417358,10043.0,0.9570230607966457,FD002,20,1.0,calibration
0.3,620,203,9199,472,0.43223443223443225,0.021591150818974687,9643.0,0.918906041547551,FD002,20,1.0,calibration
0.35,643,228,9174,449,0.41117216117216115,0.024250159540523293,9208.0,0.8774537831141604,FD002,20,1.0,calibration
0.4,663,257,9145,429,0.39285714285714285,0.027334609657519677,8837.0,0.8421002477606251,FD002,20,1.0,calibration
0.45,686,278,9124,406,0.3717948717948718,0.029568176983620506,8398.0,0.8002668191347436,FD002,20,1.0,calibration
0.5,708,308,9094,384,0.3516483516483517,0.03275898744947883,7988.0,0.7611968744044215,FD002,20,1.0,calibration
0.55,730,341,9061,362,0.3315018315018315,0.036268878961923,7581.0,0.7224128073184677,FD002,20,1.0,calibration
0.6,752,372,9030,340,0.31135531135531136,0.03956604977664327,7172.0,0.6834381551362684,FD002,20,1.0,calibration
0.65,773,413,8989,319,0.29212454212454214,0.04392682407998298,6793.0,0.6473222793977511,FD002,20,1.0,calibration
0.7,800,453,8949,292,0.2673992673992674,0.048181238034460755,6293.0,0.5996760053363827,FD002,20,1.0,calibration
0.75,827,493,8909,265,0.24267399267399267,0.05243565198893852,5793.0,0.5520297312750143,FD002,20,1.0,calibration
0.8,840,547,8855,252,0.23076923076923078,0.05817911082748351,5587.0,0.5323994663617305,FD002,20,1.0,calibration
0.85,860,589,8813,232,0.21245421245421245,0.06264624547968517,5229.0,0.49828473413379076,FD002,20,1.0,calibration
0.9,891,643,8759,201,0.18406593406593408,0.06838970431823016,4663.0,0.4443491518963217,FD002,20,1.0,calibration
0.95,914,710,8692,178,0.163003663003663,0.07551584769198043,4270.0,0.40689918048408613,FD002,20,1.0,calibration
1.0,932,769,8633,160,0.14652014652014653,0.08179110827483514,3969.0,0.37821612349914235,FD002,20,1.0,calibration
1.05,946,839,8563,146,0.1336996336996337,0.08923633269517124,3759.0,0.35820468839336767,FD002,20,1.0,calibration
1.1,960,927,8475,132,0.12087912087912088,0.09859604339502234,3567.0,0.33990851915380216,FD002,20,1.0,calibration
1.15,971,1011,8391,121,0.1108058608058608,0.10753031269942566,3431.0,0.32694873260910995,FD002,20,1.0,calibration
1.2,978,1079,8323,114,0.1043956043956044,0.11476281642203787,3359.0,0.3200876691442729,FD002,20,1.0,calibration
1.25,996,1174,8228,96,0.08791208791208792,0.12486704956392257,3094.0,0.29483514389174764,FD002,20,1.0,calibration
1.3,1002,1261,8141,90,0.08241758241758242,0.13412039991491173,3061.0,0.29169048980369733,FD002,20,1.0,calibration
1.35,1007,1353,8049,85,0.07783882783882784,0.1439055520102106,3053.0,0.2909281494187155,FD002,20,1.0,calibration
1.4,1020,1454,7948,72,0.06593406593406594,0.15464794724526695,2894.0,0.2757766342672003,FD002,20,1.0,calibration
1.45,1029,1565,7837,63,0.057692307692307696,0.16645394596894278,2825.0,0.26920144844673144,FD002,20,1.0,calibration
1.5,1034,1686,7716,58,0.05311355311355311,0.17932354818123802,2846.0,0.27120259195730895,FD002,20,1.0,calibration
1.55,1042,1811,7591,50,0.045787545787545784,0.19261859178898108,2811.0,0.26786735277301316,FD002,20,1.0,calibration
1.6,1045,1927,7475,47,0.04304029304029304,0.2049563922569666,2867.0,0.2732037354678864,FD002,20,1.0,calibration
1.65,1050,2054,7348,42,0.038461538461538464,0.21846415656243354,2894.0,0.2757766342672003,FD002,20,1.0,calibration
1.7,1053,2200,7202,39,0.03571428571428571,0.2339927674962774,2980.0,0.2839717934057557,FD002,20,1.0,calibration
1.75,1058,2319,7083,34,0.031135531135531136,0.24664964901084876,2999.0,0.28578235182008765,FD002,20,1.0,calibration
1.8,1061,2436,6966,31,0.028388278388278388,0.25909380982769625,3056.0,0.2912140270630837,FD002,20,1.0,calibration
1.85,1063,2566,6836,29,0.026556776556776556,0.272920655179749,3146.0,0.29979035639413,FD002,20,1.0,calibration
1.9,1065,2700,6702,27,0.024725274725274724,0.2871729419272495,3240.0,0.30874785591766724,FD002,20,1.0,calibration
1.95,1067,2813,6589,25,0.022893772893772892,0.2991916613486492,3313.0,0.31570421193062703,FD002,20,1.0,calibration
2.0,1069,2937,6465,23,0.021062271062271064,0.31238034460753034,3397.0,0.3237087859729369,FD002,20,1.0,calibration
2.05,1072,3064,6338,20,0.018315018315018316,0.32588810891299724,3464.0,0.33009338669716026,FD002,20,1.0,calibration
2.1,1074,3189,6213,18,0.016483516483516484,0.33918315252074027,3549.0,0.3381932532875929,FD002,20,1.0,calibration
2.15,1075,3296,6106,17,0.015567765567765568,0.3505637098489683,3636.0,0.346483704974271,FD002,20,1.0,calibration
2.2,1077,3413,5989,15,0.013736263736263736,0.3630078706658158,3713.0,0.35382123117972175,FD002,20,1.0,calibration
2.25,1077,3533,5869,15,0.013736263736263736,0.3757711125292491,3833.0,0.36525633695445014,FD002,20,1.0,calibration
