k,TP_maintained_risky,FP_unnecessary_maintenance,TN_correct_no_maintenance,FN_missed_risky_cases,false_negative_rate,false_positive_rate,total_cost,average_cost_per_sample,dataset,cost_fp,cost_fn,maintenance_threshold
0.5,753,357,8846,339,0.31043956043956045,0.038791698359230686,7137.0,0.6932491500728509,FD002,1.0,20,20
0.55,776,393,8810,316,0.2893772893772894,0.04270346626100185,6713.0,0.6520641087906751,FD002,1.0,20,20
0.6,807,439,8764,285,0.260989010989011,0.04770183635770944,6139.0,0.5963088878096163,FD002,1.0,20,20
0.65,835,476,8727,257,0.23534798534798534,0.051722264478974246,5616.0,0.5455075279261777,FD002,1.0,20,20
0.7,849,518,8685,243,0.22252747252747251,0.056285993697707266,5378.0,0.5223895094706168,FD002,1.0,20,20
0.75,866,568,8635,226,0.20695970695970695,0.06171900467238944,5088.0,0.49422049538610974,FD002,1.0,20,20
0.8,885,616,8587,207,0.18956043956043955,0.06693469520808432,4756.0,0.4619718309859155,FD002,1.0,20,20
0.85,911,671,8532,181,0.16575091575091574,0.07291100728023471,4291.0,0.41680427391937835,FD002,1.0,20,20
0.9,931,733,8470,161,0.14743589743589744,0.0796479408888406,3953.0,0.38397280233122877,FD002,1.0,20,20
0.95,948,799,8404,144,0.13186813186813187,0.08681951537542106,3679.0,0.35735794074793586,FD002,1.0,20,20
1.0,963,859,8344,129,0.11813186813186813,0.09333912854503966,3439.0,0.3340456532297232,FD002,1.0,20,20
1.05,976,926,8277,116,0.10622710622710622,0.10061936325111377,3246.0,0.3152986886838271,FD002,1.0,20,20
1.1,986,1017,8186,106,0.09706959706959707,0.11050744322503532,3137.0,0.3047110247693055,FD002,1.0,20,20
1.15,999,1094,8109,93,0.08516483516483517,0.11887428012604585,2954.0,0.2869354055366683,FD002,1.0,20,20
1.2,1008,1185,8018,84,0.07692307692307693,0.12876236009996742,2865.0,0.2782904322486644,FD002,1.0,20,20
1.25,1017,1293,7910,75,0.06868131868131869,0.1404976638052809,2793.0,0.2712967459932006,FD002,1.0,20,20
1.3,1019,1369,7834,73,0.06684981684981685,0.1487558404867978,2829.0,0.2747935891209325,FD002,1.0,20,20
1.35,1029,1470,7733,63,0.057692307692307696,0.15973052265565577,2730.0,0.2651772705196697,FD002,1.0,20,20
1.4,1035,1558,7645,57,0.0521978021978022,0.16929262197109637,2698.0,0.2620689655172414,FD002,1.0,20,20
1.45,1038,1685,7518,54,0.04945054945054945,0.1830924698467891,2765.0,0.26857697911607575,FD002,1.0,20,20
1.5,1046,1794,7409,46,0.04212454212454213,0.19493643377159622,2714.0,0.26362311801845556,FD002,1.0,20,20
1.55,1048,1921,7282,44,0.040293040293040296,0.20873628164728894,2801.0,0.27207382224380766,FD002,1.0,20,20
1.6,1052,2040,7163,40,0.03663003663003663,0.2216668477670325,2840.0,0.27586206896551724,FD002,1.0,20,20
1.65,1057,2168,7035,35,0.03205128205128205,0.23557535586221884,2868.0,0.27858183584264207,FD002,1.0,20,20
1.7,1061,2292,6911,31,0.028388278388278388,0.24904922307943061,2912.0,0.28285575522098105,FD002,1.0,20,20
1.75,1062,2423,6780,30,0.027472527472527472,0.2632837118330979,3023.0,0.29363768819815445,FD002,1.0,20,20
1.8,1066,2538,6665,26,0.023809523809523808,0.2757796370748669,3058.0,0.2970373967945605,FD002,1.0,20,20
1.85,1067,2690,6513,25,0.022893772893772892,0.29229599043790067,3190.0,0.30985915492957744,FD002,1.0,20,20
1.9,1067,2794,6409,25,0.022893772893772892,0.3035966532652396,3294.0,0.3199611461874696,FD002,1.0,20,20
1.95,1069,2910,6293,23,0.021062271062271064,0.31620123872650224,3370.0,0.32734337056823704,FD002,1.0,20,20
