uncertainty_bin,count,mean_uncertainty,mean_abs_error,median_abs_error,dangerous_rate,mean_overestimate
"(-0.001, 8.104]",679,5.037294571157127,2.8274079528718707,1.9899999999999984,0.41384388807069217,3.590142348754448
"(8.104, 13.939]",678,11.075585620740465,7.634601769911505,6.039999999999992,0.36578171091445427,9.961814516129031
"(13.939, 18.804]",678,16.298224164252346,13.900221238938054,11.235,0.37610619469026546,17.097960784313724
"(18.804, 24.955]",678,21.804862886414,16.668008849557523,14.36,0.4365781710914454,18.27135135135135
"(24.955, 30.504]",678,27.87268198019198,21.847625368731563,20.044999999999995,0.4808259587020649,24.916717791411045
"(30.504, 41.157]",679,33.494042796719555,26.897952871870395,27.0,0.41384388807069217,26.59708185053381
