uncertainty_bin,count,mean_uncertainty,mean_abs_error,median_abs_error,dangerous_rate,mean_overestimate
"(-0.001, 16.639]",1993,11.234776912318727,11.566753637732063,5.599999999999994,0.3843452082288008,16.73052219321149
"(16.639, 23.078]",1992,20.068919696112033,17.96356425702811,11.590000000000003,0.3609437751004016,24.652656467315715
"(23.078, 28.018]",1993,25.626596597154382,23.23193677872554,17.370000000000005,0.3853487205218264,29.09680989583333
"(28.018, 32.07]",1992,30.069690387012173,27.154819277108434,23.269999999999996,0.3870481927710843,31.257250324254215
"(32.07, 37.891]",1992,34.7353692144064,30.221912650602412,27.875,0.40612449799196787,32.056464771322624
"(37.891, 66.052]",1993,43.967587576083105,37.9925037631711,36.18000000000001,0.49623682890115406,39.67655207280081
