k,TP_maintained_risky,FP_unnecessary_maintenance,TN_correct_no_maintenance,FN_missed_risky_cases,false_negative_rate,false_positive_rate,total_cost,average_cost_per_sample,dataset,method,cost_fn,cost_fp,split_used_for_k_selection
0.0,233,77,10821,817,0.7780952380952381,0.007065516608552028,1711.0,0.14320388349514562,FD004,bootstrap_gbr,2,1.0,calibration
0.05,241,77,10821,809,0.7704761904761904,0.007065516608552028,1695.0,0.14186474723803147,FD004,bootstrap_gbr,2,1.0,calibration
0.1,243,78,10820,807,0.7685714285714286,0.007157276564507249,1692.0,0.14161365918982258,FD004,bootstrap_gbr,2,1.0,calibration
0.15,244,78,10820,806,0.7676190476190476,0.007157276564507249,1690.0,0.1414462671576833,FD004,bootstrap_gbr,2,1.0,calibration
0.2,247,82,10816,803,0.7647619047619048,0.007524316388328133,1688.0,0.14127887512554402,FD004,bootstrap_gbr,2,1.0,calibration
0.25,249,85,10813,801,0.7628571428571429,0.007799596256193797,1687.0,0.14119517910947438,FD004,bootstrap_gbr,2,1.0,calibration
0.3,252,88,10810,798,0.76,0.00807487612405946,1684.0,0.1409440910612655,FD004,bootstrap_gbr,2,1.0,calibration
0.35,255,90,10808,795,0.7571428571428571,0.008258396035969904,1680.0,0.14060930699698695,FD004,bootstrap_gbr,2,1.0,calibration
0.4,257,92,10806,793,0.7552380952380953,0.008441915947880345,1678.0,0.14044191496484768,FD004,bootstrap_gbr,2,1.0,calibration
0.45,258,93,10805,792,0.7542857142857143,0.008533675903835566,1677.0,0.14035821894877804,FD004,bootstrap_gbr,2,1.0,calibration
0.5,261,96,10802,789,0.7514285714285714,0.00880895577170123,1674.0,0.14010713090056914,FD004,bootstrap_gbr,2,1.0,calibration
0.55,267,97,10801,783,0.7457142857142857,0.00890071572765645,1663.0,0.13918647472380316,FD004,bootstrap_gbr,2,1.0,calibration
0.6,269,99,10799,781,0.7438095238095238,0.009084235639566894,1661.0,0.13901908269166388,FD004,bootstrap_gbr,2,1.0,calibration
0.65,271,102,10796,779,0.741904761904762,0.009359515507432557,1660.0,0.13893538667559424,FD004,bootstrap_gbr,2,1.0,calibration
0.7,273,104,10794,777,0.74,0.009543035419342998,1658.0,0.13876799464345496,FD004,bootstrap_gbr,2,1.0,calibration
0.75,276,104,10794,774,0.7371428571428571,0.009543035419342998,1652.0,0.13826581854703715,FD004,bootstrap_gbr,2,1.0,calibration
0.8,281,104,10794,769,0.7323809523809524,0.009543035419342998,1642.0,0.1374288583863408,FD004,bootstrap_gbr,2,1.0,calibration
0.85,286,107,10791,764,0.7276190476190476,0.009818315287208662,1635.0,0.13684298627385336,FD004,bootstrap_gbr,2,1.0,calibration
0.9,290,107,10791,760,0.7238095238095238,0.009818315287208662,1627.0,0.1361734181452963,FD004,bootstrap_gbr,2,1.0,calibration
0.95,292,109,10789,758,0.7219047619047619,0.010001835199119104,1625.0,0.136006026113157,FD004,bootstrap_gbr,2,1.0,calibration
1.0,296,111,10787,754,0.7180952380952381,0.010185355111029547,1619.0,0.1355038500167392,FD004,bootstrap_gbr,2,1.0,calibration
1.05,301,113,10785,749,0.7133333333333334,0.01036887502293999,1611.0,0.1348342818881821,FD004,bootstrap_gbr,2,1.0,calibration
1.1,303,116,10782,747,0.7114285714285714,0.010644154890805653,1610.0,0.1347505858721125,FD004,bootstrap_gbr,2,1.0,calibration
1.15,307,119,10779,743,0.7076190476190476,0.010919434758671315,1605.0,0.1343321057917643,FD004,bootstrap_gbr,2,1.0,calibration
1.2,308,120,10778,742,0.7066666666666667,0.011011194714626537,1604.0,0.1342484097756947,FD004,bootstrap_gbr,2,1.0,calibration
1.25,312,122,10776,738,0.7028571428571428,0.01119471462653698,1598.0,0.13374623367927688,FD004,bootstrap_gbr,2,1.0,calibration
1.3,314,123,10775,736,0.700952380952381,0.0112864745824922,1595.0,0.13349514563106796,FD004,bootstrap_gbr,2,1.0,calibration
1.35,315,123,10775,735,0.7,0.0112864745824922,1593.0,0.13332775359892868,FD004,bootstrap_gbr,2,1.0,calibration
1.4,315,124,10774,735,0.7,0.011378234538447421,1594.0,0.13341144961499832,FD004,bootstrap_gbr,2,1.0,calibration
1.45,316,126,10772,734,0.699047619047619,0.011561754450357864,1594.0,0.13341144961499832,FD004,bootstrap_gbr,2,1.0,calibration
1.5,317,131,10767,733,0.6980952380952381,0.01202055423013397,1597.0,0.13366253766320724,FD004,bootstrap_gbr,2,1.0,calibration
1.55,318,133,10765,732,0.6971428571428572,0.012204074142044411,1597.0,0.13366253766320724,FD004,bootstrap_gbr,2,1.0,calibration
1.6,320,135,10763,730,0.6952380952380952,0.012387594053954855,1595.0,0.13349514563106796,FD004,bootstrap_gbr,2,1.0,calibration
1.65,323,140,10758,727,0.6923809523809524,0.01284639383373096,1594.0,0.13341144961499832,FD004,bootstrap_gbr,2,1.0,calibration
1.7,326,143,10755,724,0.6895238095238095,0.013121673701596623,1591.0,0.13316036156678943,FD004,bootstrap_gbr,2,1.0,calibration
1.75,327,143,10755,723,0.6885714285714286,0.013121673701596623,1589.0,0.13299296953465015,FD004,bootstrap_gbr,2,1.0,calibration
1.8,327,147,10751,723,0.6885714285714286,0.013488713525417508,1593.0,0.13332775359892868,FD004,bootstrap_gbr,2,1.0,calibration
1.85,327,151,10747,723,0.6885714285714286,0.013855753349238392,1597.0,0.13366253766320724,FD004,bootstrap_gbr,2,1.0,calibration
1.9,328,152,10746,722,0.6876190476190476,0.013947513305193613,1596.0,0.1335788416471376,FD004,bootstrap_gbr,2,1.0,calibration
1.95,330,157,10741,720,0.6857142857142857,0.01440631308496972,1597.0,0.13366253766320724,FD004,bootstrap_gbr,2,1.0,calibration
2.0,331,158,10740,719,0.6847619047619048,0.01449807304092494,1596.0,0.1335788416471376,FD004,bootstrap_gbr,2,1.0,calibration
2.05,336,161,10737,714,0.68,0.014773352908790604,1589.0,0.13299296953465015,FD004,bootstrap_gbr,2,1.0,calibration
2.1,339,164,10734,711,0.6771428571428572,0.015048632776656266,1586.0,0.13274188148644125,FD004,bootstrap_gbr,2,1.0,calibration
2.15,340,168,10730,710,0.6761904761904762,0.015415672600477152,1588.0,0.1329092735185805,FD004,bootstrap_gbr,2,1.0,calibration
2.2,342,170,10728,708,0.6742857142857143,0.015599192512387594,1586.0,0.13274188148644125,FD004,bootstrap_gbr,2,1.0,calibration
2.25,347,172,10726,703,0.6695238095238095,0.015782712424298035,1578.0,0.13207231335788416,FD004,bootstrap_gbr,2,1.0,calibration
2.3,352,173,10725,698,0.6647619047619048,0.015874472380253257,1569.0,0.13131904921325746,FD004,bootstrap_gbr,2,1.0,calibration
2.35,355,177,10721,695,0.6619047619047619,0.016241512204074143,1567.0,0.13115165718111818,FD004,bootstrap_gbr,2,1.0,calibration
2.4,357,181,10717,693,0.66,0.016608552027895025,1567.0,0.13115165718111818,FD004,bootstrap_gbr,2,1.0,calibration
2.45,361,186,10712,689,0.6561904761904762,0.017067351807671133,1564.0,0.13090056913290926,FD004,bootstrap_gbr,2,1.0,calibration
2.5,363,189,10709,687,0.6542857142857142,0.017342631675536797,1563.0,0.13081687311683965,FD004,bootstrap_gbr,2,1.0,calibration
2.55,365,192,10706,685,0.6523809523809524,0.01761791154340246,1562.0,0.13073317710077,FD004,bootstrap_gbr,2,1.0,calibration
2.6,370,193,10705,680,0.6476190476190476,0.01770967149935768,1553.0,0.12997991295614328,FD004,bootstrap_gbr,2,1.0,calibration
2.65,371,196,10702,679,0.6466666666666666,0.017984951367223345,1554.0,0.13006360897221292,FD004,bootstrap_gbr,2,1.0,calibration
2.7,374,197,10701,676,0.6438095238095238,0.018076711323178566,1549.0,0.12964512889186475,FD004,bootstrap_gbr,2,1.0,calibration
2.75,377,197,10701,673,0.6409523809523809,0.018076711323178566,1543.0,0.12914295279544694,FD004,bootstrap_gbr,2,1.0,calibration
2.8,382,199,10699,668,0.6361904761904762,0.018260231235089006,1535.0,0.12847338466688984,FD004,bootstrap_gbr,2,1.0,calibration
2.85,383,202,10696,667,0.6352380952380953,0.01853551110295467,1536.0,0.12855708068295948,FD004,bootstrap_gbr,2,1.0,calibration
2.9,387,204,10694,663,0.6314285714285715,0.018719031014865113,1530.0,0.12805490458654167,FD004,bootstrap_gbr,2,1.0,calibration
2.95,391,213,10685,659,0.6276190476190476,0.019544870618462103,1531.0,0.1281386006026113,FD004,bootstrap_gbr,2,1.0,calibration
3.0,395,216,10682,655,0.6238095238095238,0.019820150486327768,1526.0,0.12772012052226314,FD004,bootstrap_gbr,2,1.0,calibration
3.05,399,218,10680,651,0.62,0.020003670398238207,1520.0,0.12721794442584533,FD004,bootstrap_gbr,2,1.0,calibration
3.1,405,220,10678,645,0.6142857142857143,0.02018719031014865,1510.0,0.126380984265149,FD004,bootstrap_gbr,2,1.0,calibration
3.15,407,225,10673,643,0.6123809523809524,0.020645990089924758,1511.0,0.12646468028121863,FD004,bootstrap_gbr,2,1.0,calibration
3.2,409,231,10667,641,0.6104761904761905,0.021196549825656084,1513.0,0.12663207231335788,FD004,bootstrap_gbr,2,1.0,calibration
3.25,411,235,10663,639,0.6085714285714285,0.02156358964947697,1513.0,0.12663207231335788,FD004,bootstrap_gbr,2,1.0,calibration
3.3,413,239,10659,637,0.6066666666666667,0.021930629473297852,1513.0,0.12663207231335788,FD004,bootstrap_gbr,2,1.0,calibration
3.35,417,240,10658,633,0.6028571428571429,0.022022389429253074,1506.0,0.12604620020087043,FD004,bootstrap_gbr,2,1.0,calibration
3.4,419,245,10653,631,0.6009523809523809,0.022481189209029178,1507.0,0.12612989621694007,FD004,bootstrap_gbr,2,1.0,calibration
3.45,423,249,10649,627,0.5971428571428572,0.022848229032850064,1503.0,0.12579511215266154,FD004,bootstrap_gbr,2,1.0,calibration
3.5,426,250,10648,624,0.5942857142857143,0.022939988988805286,1498.0,0.12537663207231337,FD004,bootstrap_gbr,2,1.0,calibration
3.55,432,254,10644,618,0.5885714285714285,0.023307028812626168,1490.0,0.12470706394375627,FD004,bootstrap_gbr,2,1.0,calibration
3.6,436,257,10641,614,0.5847619047619048,0.023582308680491833,1485.0,0.1242885838634081,FD004,bootstrap_gbr,2,1.0,calibration
3.65,440,263,10635,610,0.580952380952381,0.024132868416223162,1483.0,0.12412119183126884,FD004,bootstrap_gbr,2,1.0,calibration
3.7,442,270,10628,608,0.579047619047619,0.02477518810790971,1486.0,0.12437227987947774,FD004,bootstrap_gbr,2,1.0,calibration
3.75,447,275,10623,603,0.5742857142857143,0.025233987887685813,1481.0,0.12395379979912956,FD004,bootstrap_gbr,2,1.0,calibration
3.8,450,279,10619,600,0.5714285714285714,0.0256010277115067,1479.0,0.12378640776699029,FD004,bootstrap_gbr,2,1.0,calibration
3.85,452,284,10614,598,0.5695238095238095,0.026059827491282803,1480.0,0.12387010378305993,FD004,bootstrap_gbr,2,1.0,calibration
3.9,453,286,10612,597,0.5685714285714286,0.026243347403193246,1480.0,0.12387010378305993,FD004,bootstrap_gbr,2,1.0,calibration
3.95,455,289,10609,595,0.5666666666666667,0.02651862727105891,1479.0,0.12378640776699029,FD004,bootstrap_gbr,2,1.0,calibration
4.0,458,293,10605,592,0.5638095238095238,0.026885667094879794,1477.0,0.12361901573485103,FD004,bootstrap_gbr,2,1.0,calibration
4.05,466,299,10599,584,0.5561904761904762,0.027436226830611123,1467.0,0.12278205557415467,FD004,bootstrap_gbr,2,1.0,calibration
4.1,469,305,10593,581,0.5533333333333333,0.027986786566342448,1467.0,0.12278205557415467,FD004,bootstrap_gbr,2,1.0,calibration
4.15,471,310,10588,579,0.5514285714285714,0.028445586346118552,1468.0,0.12286575159022431,FD004,bootstrap_gbr,2,1.0,calibration
4.2,474,318,10580,576,0.5485714285714286,0.029179665993760324,1470.0,0.12303314362236357,FD004,bootstrap_gbr,2,1.0,calibration
4.25,475,323,10575,575,0.5476190476190477,0.02963846577353643,1473.0,0.12328423167057248,FD004,bootstrap_gbr,2,1.0,calibration
4.3,478,324,10574,572,0.5447619047619048,0.02973022572949165,1468.0,0.12286575159022431,FD004,bootstrap_gbr,2,1.0,calibration
4.35,485,332,10566,565,0.5380952380952381,0.03046430537713342,1462.0,0.1223635754938065,FD004,bootstrap_gbr,2,1.0,calibration
4.4,487,342,10556,563,0.5361904761904762,0.03138190493668563,1468.0,0.12286575159022431,FD004,bootstrap_gbr,2,1.0,calibration
4.45,491,349,10549,559,0.5323809523809524,0.03202422462837218,1467.0,0.12278205557415467,FD004,bootstrap_gbr,2,1.0,calibration
4.5,495,355,10543,555,0.5285714285714286,0.03257478436410351,1465.0,0.1226146635420154,FD004,bootstrap_gbr,2,1.0,calibration
4.55,499,360,10538,551,0.5247619047619048,0.033033584143879614,1462.0,0.1223635754938065,FD004,bootstrap_gbr,2,1.0,calibration
4.6,504,369,10529,546,0.52,0.0338594237474766,1461.0,0.12227987947773686,FD004,bootstrap_gbr,2,1.0,calibration
4.65,513,376,10522,537,0.5114285714285715,0.03450174343916315,1450.0,0.12135922330097088,FD004,bootstrap_gbr,2,1.0,calibration
4.7,522,380,10518,528,0.5028571428571429,0.03486878326298403,1436.0,0.12018747907599599,FD004,bootstrap_gbr,2,1.0,calibration
4.75,526,385,10513,524,0.4990476190476191,0.03532758304276014,1433.0,0.11993639102778708,FD004,bootstrap_gbr,2,1.0,calibration
4.8,532,390,10508,518,0.49333333333333335,0.035786382822536246,1426.0,0.11935051891529963,FD004,bootstrap_gbr,2,1.0,calibration
4.85,538,398,10500,512,0.4876190476190476,0.03652046247017801,1422.0,0.11901573485102108,FD004,bootstrap_gbr,2,1.0,calibration
