k,TP_maintained_risky,FP_unnecessary_maintenance,TN_correct_no_maintenance,FN_missed_risky_cases,false_negative_rate,false_positive_rate,total_cost,average_cost_per_sample,dataset,cost_fn,cost_fp,split_used_for_k_selection
0.1,335,48,4742,85,0.20238095238095238,0.010020876826722338,473.0,0.09078694817658349,FD003,5,1.0,calibration
0.15,338,50,4740,82,0.19523809523809524,0.010438413361169102,460.0,0.08829174664107485,FD003,5,1.0,calibration
0.2,341,56,4734,79,0.1880952380952381,0.011691022964509395,451.0,0.08656429942418425,FD003,5,1.0,calibration
0.25,346,60,4730,74,0.1761904761904762,0.012526096033402923,430.0,0.08253358925143954,FD003,5,1.0,calibration
0.3,352,66,4724,68,0.1619047619047619,0.013778705636743214,406.0,0.07792706333973129,FD003,5,1.0,calibration
0.35,354,70,4720,66,0.15714285714285714,0.014613778705636743,400.0,0.07677543186180422,FD003,5,1.0,calibration
0.4,357,73,4717,63,0.15,0.015240083507306889,388.0,0.0744721689059501,FD003,5,1.0,calibration
0.45,357,81,4709,63,0.15,0.016910229645093946,396.0,0.07600767754318619,FD003,5,1.0,calibration
0.5,361,88,4702,59,0.14047619047619048,0.01837160751565762,383.0,0.07351247600767755,FD003,5,1.0,calibration
0.55,365,92,4698,55,0.13095238095238096,0.019206680584551147,367.0,0.07044145873320537,FD003,5,1.0,calibration
0.6,368,98,4692,52,0.12380952380952381,0.02045929018789144,358.0,0.06871401151631477,FD003,5,1.0,calibration
0.65,369,105,4685,51,0.12142857142857143,0.021920668058455117,360.0,0.0690978886756238,FD003,5,1.0,calibration
0.7,373,112,4678,47,0.11190476190476191,0.02338204592901879,347.0,0.06660268714011516,FD003,5,1.0,calibration
0.75,374,118,4672,46,0.10952380952380952,0.024634655532359082,348.0,0.06679462571976967,FD003,5,1.0,calibration
0.8,376,128,4662,44,0.10476190476190476,0.026722338204592903,348.0,0.06679462571976967,FD003,5,1.0,calibration
0.85,380,144,4646,40,0.09523809523809523,0.030062630480167014,344.0,0.06602687140115163,FD003,5,1.0,calibration
0.9,382,159,4631,38,0.09047619047619047,0.033194154488517744,349.0,0.06698656429942418,FD003,5,1.0,calibration
0.95,386,176,4614,34,0.08095238095238096,0.03674321503131524,346.0,0.06641074856046066,FD003,5,1.0,calibration
1.0,388,188,4602,32,0.0761904761904762,0.03924843423799582,348.0,0.06679462571976967,FD003,5,1.0,calibration
1.05,392,205,4585,28,0.06666666666666667,0.04279749478079332,345.0,0.06621880998080615,FD003,5,1.0,calibration
1.1,394,222,4568,26,0.06190476190476191,0.04634655532359081,352.0,0.06756238003838771,FD003,5,1.0,calibration
1.15,399,234,4556,21,0.05,0.0488517745302714,339.0,0.06506717850287908,FD003,5,1.0,calibration
1.2,400,246,4544,20,0.047619047619047616,0.05135699373695198,346.0,0.06641074856046066,FD003,5,1.0,calibration
1.25,402,263,4527,18,0.04285714285714286,0.054906054279749476,353.0,0.06775431861804222,FD003,5,1.0,calibration
1.3,405,288,4502,15,0.03571428571428571,0.06012526096033403,363.0,0.06967370441458733,FD003,5,1.0,calibration
1.35,408,309,4481,12,0.02857142857142857,0.06450939457202505,369.0,0.0708253358925144,FD003,5,1.0,calibration
1.4,410,335,4455,10,0.023809523809523808,0.06993736951983298,385.0,0.07389635316698656,FD003,5,1.0,calibration
1.45,412,367,4423,8,0.01904761904761905,0.07661795407098121,407.0,0.0781190019193858,FD003,5,1.0,calibration
1.5,413,396,4394,7,0.016666666666666666,0.0826722338204593,431.0,0.08272552783109405,FD003,5,1.0,calibration
1.55,413,420,4370,7,0.016666666666666666,0.08768267223382047,455.0,0.0873320537428023,FD003,5,1.0,calibration
1.6,414,438,4352,6,0.014285714285714285,0.09144050104384134,468.0,0.08982725527831094,FD003,5,1.0,calibration
1.65,414,468,4322,6,0.014285714285714285,0.0977035490605428,498.0,0.09558541266794626,FD003,5,1.0,calibration
1.7,416,506,4284,4,0.009523809523809525,0.10563674321503132,526.0,0.10095969289827256,FD003,5,1.0,calibration
1.75,417,545,4245,3,0.007142857142857143,0.11377870563674322,560.0,0.10748560460652591,FD003,5,1.0,calibration
1.8,417,582,4208,3,0.007142857142857143,0.12150313152400835,597.0,0.1145873320537428,FD003,5,1.0,calibration
1.85,417,619,4171,3,0.007142857142857143,0.12922755741127348,634.0,0.12168905950095969,FD003,5,1.0,calibration
1.9,417,668,4122,3,0.007142857142857143,0.1394572025052192,683.0,0.1310940499040307,FD003,5,1.0,calibration
1.95,417,718,4072,3,0.007142857142857143,0.1498956158663883,733.0,0.14069097888675625,FD003,5,1.0,calibration
2.0,417,753,4037,3,0.007142857142857143,0.15720250521920667,768.0,0.1474088291746641,FD003,5,1.0,calibration
2.05,418,789,4001,2,0.004761904761904762,0.16471816283924842,799.0,0.15335892514395394,FD003,5,1.0,calibration
2.1,418,831,3959,2,0.004761904761904762,0.17348643006263048,841.0,0.16142034548944337,FD003,5,1.0,calibration
2.15,419,869,3921,1,0.002380952380952381,0.181419624217119,874.0,0.16775431861804221,FD003,5,1.0,calibration
2.2,419,907,3883,1,0.002380952380952381,0.18935281837160753,912.0,0.17504798464491364,FD003,5,1.0,calibration
2.25,420,962,3828,0,0.0,0.20083507306889353,962.0,0.18464491362763916,FD003,5,1.0,calibration
2.3,420,1018,3772,0,0.0,0.21252609603340292,1018.0,0.19539347408829175,FD003,5,1.0,calibration
2.35,420,1068,3722,0,0.0,0.22296450939457202,1068.0,0.20499040307101726,FD003,5,1.0,calibration
2.4,420,1118,3672,0,0.0,0.23340292275574112,1118.0,0.2145873320537428,FD003,5,1.0,calibration
2.45,420,1181,3609,0,0.0,0.2465553235908142,1181.0,0.22667946257197696,FD003,5,1.0,calibration
2.5,420,1227,3563,0,0.0,0.2561586638830898,1227.0,0.23550863723608445,FD003,5,1.0,calibration
2.55,420,1275,3515,0,0.0,0.2661795407098121,1275.0,0.24472168905950095,FD003,5,1.0,calibration
2.6,420,1327,3463,0,0.0,0.277035490605428,1327.0,0.2547024952015355,FD003,5,1.0,calibration
2.65,420,1364,3426,0,0.0,0.2847599164926931,1364.0,0.2618042226487524,FD003,5,1.0,calibration
2.7,420,1410,3380,0,0.0,0.29436325678496866,1410.0,0.2706333973128599,FD003,5,1.0,calibration
2.75,420,1462,3328,0,0.0,0.30521920668058455,1462.0,0.2806142034548944,FD003,5,1.0,calibration
2.8,420,1511,3279,0,0.0,0.31544885177453025,1511.0,0.29001919385796543,FD003,5,1.0,calibration
2.85,420,1554,3236,0,0.0,0.3244258872651357,1554.0,0.2982725527831094,FD003,5,1.0,calibration
2.9,420,1593,3197,0,0.0,0.3325678496868476,1593.0,0.3057581573896353,FD003,5,1.0,calibration
2.95,420,1634,3156,0,0.0,0.34112734864300626,1634.0,0.31362763915547026,FD003,5,1.0,calibration
3.0,420,1673,3117,0,0.0,0.34926931106471815,1673.0,0.3211132437619962,FD003,5,1.0,calibration
0.0,329,34,4756,91,0.21666666666666667,0.007098121085594989,944.0,0.18119001919385797,FD003,10,1.0,calibration
0.05,335,43,4747,85,0.20238095238095238,0.008977035490605427,893.0,0.17140115163147793,FD003,10,1.0,calibration
0.1,335,48,4742,85,0.20238095238095238,0.010020876826722338,898.0,0.17236084452975048,FD003,10,1.0,calibration
0.15,338,50,4740,82,0.19523809523809524,0.010438413361169102,870.0,0.16698656429942418,FD003,10,1.0,calibration
0.2,341,56,4734,79,0.1880952380952381,0.011691022964509395,846.0,0.16238003838771592,FD003,10,1.0,calibration
0.25,346,60,4730,74,0.1761904761904762,0.012526096033402923,800.0,0.15355086372360843,FD003,10,1.0,calibration
0.3,352,66,4724,68,0.1619047619047619,0.013778705636743214,746.0,0.14318618042226489,FD003,10,1.0,calibration
0.35,354,70,4720,66,0.15714285714285714,0.014613778705636743,730.0,0.1401151631477927,FD003,10,1.0,calibration
0.4,357,73,4717,63,0.15,0.015240083507306889,703.0,0.1349328214971209,FD003,10,1.0,calibration
0.45,357,81,4709,63,0.15,0.016910229645093946,711.0,0.136468330134357,FD003,10,1.0,calibration
0.5,361,88,4702,59,0.14047619047619048,0.01837160751565762,678.0,0.13013435700575815,FD003,10,1.0,calibration
0.55,365,92,4698,55,0.13095238095238096,0.019206680584551147,642.0,0.12322456813819578,FD003,10,1.0,calibration
0.6,368,98,4692,52,0.12380952380952381,0.02045929018789144,618.0,0.11861804222648753,FD003,10,1.0,calibration
0.65,369,105,4685,51,0.12142857142857143,0.021920668058455117,615.0,0.118042226487524,FD003,10,1.0,calibration
0.7,373,112,4678,47,0.11190476190476191,0.02338204592901879,582.0,0.11170825335892515,FD003,10,1.0,calibration
0.75,374,118,4672,46,0.10952380952380952,0.024634655532359082,578.0,0.1109404990403071,FD003,10,1.0,calibration
0.8,376,128,4662,44,0.10476190476190476,0.026722338204592903,568.0,0.109021113243762,FD003,10,1.0,calibration
0.85,380,144,4646,40,0.09523809523809523,0.030062630480167014,544.0,0.10441458733205375,FD003,10,1.0,calibration
0.9,382,159,4631,38,0.09047619047619047,0.033194154488517744,539.0,0.10345489443378118,FD003,10,1.0,calibration
0.95,386,176,4614,34,0.08095238095238096,0.03674321503131524,516.0,0.09904030710172745,FD003,10,1.0,calibration
1.0,388,188,4602,32,0.0761904761904762,0.03924843423799582,508.0,0.09750479846449137,FD003,10,1.0,calibration
1.05,392,205,4585,28,0.06666666666666667,0.04279749478079332,485.0,0.09309021113243762,FD003,10,1.0,calibration
1.1,394,222,4568,26,0.06190476190476191,0.04634655532359081,482.0,0.09251439539347409,FD003,10,1.0,calibration
1.15,399,234,4556,21,0.05,0.0488517745302714,444.0,0.08522072936660269,FD003,10,1.0,calibration
1.2,400,246,4544,20,0.047619047619047616,0.05135699373695198,446.0,0.0856046065259117,FD003,10,1.0,calibration
1.25,402,263,4527,18,0.04285714285714286,0.054906054279749476,443.0,0.08502879078694818,FD003,10,1.0,calibration
1.3,405,288,4502,15,0.03571428571428571,0.06012526096033403,438.0,0.08406909788867563,FD003,10,1.0,calibration
1.35,408,309,4481,12,0.02857142857142857,0.06450939457202505,429.0,0.08234165067178503,FD003,10,1.0,calibration
1.4,410,335,4455,10,0.023809523809523808,0.06993736951983298,435.0,0.08349328214971209,FD003,10,1.0,calibration
1.45,412,367,4423,8,0.01904761904761905,0.07661795407098121,447.0,0.08579654510556622,FD003,10,1.0,calibration
1.5,413,396,4394,7,0.016666666666666666,0.0826722338204593,466.0,0.08944337811900192,FD003,10,1.0,calibration
1.55,413,420,4370,7,0.016666666666666666,0.08768267223382047,490.0,0.09404990403071017,FD003,10,1.0,calibration
1.6,414,438,4352,6,0.014285714285714285,0.09144050104384134,498.0,0.09558541266794626,FD003,10,1.0,calibration
1.65,414,468,4322,6,0.014285714285714285,0.0977035490605428,528.0,0.10134357005758157,FD003,10,1.0,calibration
1.7,416,506,4284,4,0.009523809523809525,0.10563674321503132,546.0,0.10479846449136276,FD003,10,1.0,calibration
1.75,417,545,4245,3,0.007142857142857143,0.11377870563674322,575.0,0.11036468330134357,FD003,10,1.0,calibration
1.8,417,582,4208,3,0.007142857142857143,0.12150313152400835,612.0,0.11746641074856046,FD003,10,1.0,calibration
1.85,417,619,4171,3,0.007142857142857143,0.12922755741127348,649.0,0.12456813819577735,FD003,10,1.0,calibration
1.9,417,668,4122,3,0.007142857142857143,0.1394572025052192,698.0,0.13397312859884836,FD003,10,1.0,calibration
1.95,417,718,4072,3,0.007142857142857143,0.1498956158663883,748.0,0.1435700575815739,FD003,10,1.0,calibration
2.0,417,753,4037,3,0.007142857142857143,0.15720250521920667,783.0,0.15028790786948176,FD003,10,1.0,calibration
2.05,418,789,4001,2,0.004761904761904762,0.16471816283924842,809.0,0.15527831094049904,FD003,10,1.0,calibration
2.1,418,831,3959,2,0.004761904761904762,0.17348643006263048,851.0,0.16333973128598847,FD003,10,1.0,calibration
2.15,419,869,3921,1,0.002380952380952381,0.181419624217119,879.0,0.16871401151631477,FD003,10,1.0,calibration
2.2,419,907,3883,1,0.002380952380952381,0.18935281837160753,917.0,0.1760076775431862,FD003,10,1.0,calibration
2.25,420,962,3828,0,0.0,0.20083507306889353,962.0,0.18464491362763916,FD003,10,1.0,calibration
2.3,420,1018,3772,0,0.0,0.21252609603340292,1018.0,0.19539347408829175,FD003,10,1.0,calibration
2.35,420,1068,3722,0,0.0,0.22296450939457202,1068.0,0.20499040307101726,FD003,10,1.0,calibration
2.4,420,1118,3672,0,0.0,0.23340292275574112,1118.0,0.2145873320537428,FD003,10,1.0,calibration
2.45,420,1181,3609,0,0.0,0.2465553235908142,1181.0,0.22667946257197696,FD003,10,1.0,calibration
2.5,420,1227,3563,0,0.0,0.2561586638830898,1227.0,0.23550863723608445,FD003,10,1.0,calibration
2.55,420,1275,3515,0,0.0,0.2661795407098121,1275.0,0.24472168905950095,FD003,10,1.0,calibration
2.6,420,1327,3463,0,0.0,0.277035490605428,1327.0,0.2547024952015355,FD003,10,1.0,calibration
2.65,420,1364,3426,0,0.0,0.2847599164926931,1364.0,0.2618042226487524,FD003,10,1.0,calibration
2.7,420,1410,3380,0,0.0,0.29436325678496866,1410.0,0.2706333973128599,FD003,10,1.0,calibration
2.75,420,1462,3328,0,0.0,0.30521920668058455,1462.0,0.2806142034548944,FD003,10,1.0,calibration
2.8,420,1511,3279,0,0.0,0.31544885177453025,1511.0,0.29001919385796543,FD003,10,1.0,calibration
2.85,420,1554,3236,0,0.0,0.3244258872651357,1554.0,0.2982725527831094,FD003,10,1.0,calibration
2.9,420,1593,3197,0,0.0,0.3325678496868476,1593.0,0.3057581573896353,FD003,10,1.0,calibration
2.95,420,1634,3156,0,0.0,0.34112734864300626,1634.0,0.31362763915547026,FD003,10,1.0,calibration
3.0,420,1673,3117,0,0.0,0.34926931106471815,1673.0,0.3211132437619962,FD003,10,1.0,calibration
0.0,329,34,4756,91,0.21666666666666667,0.007098121085594989,1854.0,0.3558541266794626,FD003,20,1.0,calibration
0.05,335,43,4747,85,0.20238095238095238,0.008977035490605427,1743.0,0.3345489443378119,FD003,20,1.0,calibration
0.1,335,48,4742,85,0.20238095238095238,0.010020876826722338,1748.0,0.33550863723608443,FD003,20,1.0,calibration
0.15,338,50,4740,82,0.19523809523809524,0.010438413361169102,1690.0,0.32437619961612285,FD003,20,1.0,calibration
0.2,341,56,4734,79,0.1880952380952381,0.011691022964509395,1636.0,0.31401151631477925,FD003,20,1.0,calibration
0.25,346,60,4730,74,0.1761904761904762,0.012526096033402923,1540.0,0.29558541266794625,FD003,20,1.0,calibration
0.3,352,66,4724,68,0.1619047619047619,0.013778705636743214,1426.0,0.2737044145873321,FD003,20,1.0,calibration
0.35,354,70,4720,66,0.15714285714285714,0.014613778705636743,1390.0,0.2667946257197697,FD003,20,1.0,calibration
0.4,357,73,4717,63,0.15,0.015240083507306889,1333.0,0.25585412667946256,FD003,20,1.0,calibration
0.45,357,81,4709,63,0.15,0.016910229645093946,1341.0,0.2573896353166987,FD003,20,1.0,calibration
0.5,361,88,4702,59,0.14047619047619048,0.01837160751565762,1268.0,0.24337811900191939,FD003,20,1.0,calibration
0.55,365,92,4698,55,0.13095238095238096,0.019206680584551147,1192.0,0.2287907869481766,FD003,20,1.0,calibration
0.6,368,98,4692,52,0.12380952380952381,0.02045929018789144,1138.0,0.21842610364683301,FD003,20,1.0,calibration
0.65,369,105,4685,51,0.12142857142857143,0.021920668058455117,1125.0,0.21593090211132437,FD003,20,1.0,calibration
0.7,373,112,4678,47,0.11190476190476191,0.02338204592901879,1052.0,0.20191938579654511,FD003,20,1.0,calibration
0.75,374,118,4672,46,0.10952380952380952,0.024634655532359082,1038.0,0.19923224568138195,FD003,20,1.0,calibration
0.8,376,128,4662,44,0.10476190476190476,0.026722338204592903,1008.0,0.19347408829174664,FD003,20,1.0,calibration
0.85,380,144,4646,40,0.09523809523809523,0.030062630480167014,944.0,0.18119001919385797,FD003,20,1.0,calibration
0.9,382,159,4631,38,0.09047619047619047,0.033194154488517744,919.0,0.1763915547024952,FD003,20,1.0,calibration
0.95,386,176,4614,34,0.08095238095238096,0.03674321503131524,856.0,0.16429942418426105,FD003,20,1.0,calibration
1.0,388,188,4602,32,0.0761904761904762,0.03924843423799582,828.0,0.15892514395393473,FD003,20,1.0,calibration
1.05,392,205,4585,28,0.06666666666666667,0.04279749478079332,765.0,0.14683301343570057,FD003,20,1.0,calibration
1.1,394,222,4568,26,0.06190476190476191,0.04634655532359081,742.0,0.14241842610364683,FD003,20,1.0,calibration
1.15,399,234,4556,21,0.05,0.0488517745302714,654.0,0.1255278310940499,FD003,20,1.0,calibration
1.2,400,246,4544,20,0.047619047619047616,0.05135699373695198,646.0,0.12399232245681382,FD003,20,1.0,calibration
1.25,402,263,4527,18,0.04285714285714286,0.054906054279749476,623.0,0.11957773512476008,FD003,20,1.0,calibration
1.3,405,288,4502,15,0.03571428571428571,0.06012526096033403,588.0,0.1128598848368522,FD003,20,1.0,calibration
1.35,408,309,4481,12,0.02857142857142857,0.06450939457202505,549.0,0.1053742802303263,FD003,20,1.0,calibration
1.4,410,335,4455,10,0.023809523809523808,0.06993736951983298,535.0,0.10268714011516315,FD003,20,1.0,calibration
1.45,412,367,4423,8,0.01904761904761905,0.07661795407098121,527.0,0.10115163147792706,FD003,20,1.0,calibration
1.5,413,396,4394,7,0.016666666666666666,0.0826722338204593,536.0,0.10287907869481766,FD003,20,1.0,calibration
1.55,413,420,4370,7,0.016666666666666666,0.08768267223382047,560.0,0.10748560460652591,FD003,20,1.0,calibration
1.6,414,438,4352,6,0.014285714285714285,0.09144050104384134,558.0,0.1071017274472169,FD003,20,1.0,calibration
1.65,414,468,4322,6,0.014285714285714285,0.0977035490605428,588.0,0.1128598848368522,FD003,20,1.0,calibration
1.7,416,506,4284,4,0.009523809523809525,0.10563674321503132,586.0,0.11247600767754319,FD003,20,1.0,calibration
1.75,417,545,4245,3,0.007142857142857143,0.11377870563674322,605.0,0.11612284069097889,FD003,20,1.0,calibration
1.8,417,582,4208,3,0.007142857142857143,0.12150313152400835,642.0,0.12322456813819578,FD003,20,1.0,calibration
1.85,417,619,4171,3,0.007142857142857143,0.12922755741127348,679.0,0.13032629558541267,FD003,20,1.0,calibration
1.9,417,668,4122,3,0.007142857142857143,0.1394572025052192,728.0,0.1397312859884837,FD003,20,1.0,calibration
1.95,417,718,4072,3,0.007142857142857143,0.1498956158663883,778.0,0.1493282149712092,FD003,20,1.0,calibration
2.0,417,753,4037,3,0.007142857142857143,0.15720250521920667,813.0,0.15604606525911707,FD003,20,1.0,calibration
2.05,418,789,4001,2,0.004761904761904762,0.16471816283924842,829.0,0.15911708253358925,FD003,20,1.0,calibration
2.1,418,831,3959,2,0.004761904761904762,0.17348643006263048,871.0,0.1671785028790787,FD003,20,1.0,calibration
2.15,419,869,3921,1,0.002380952380952381,0.181419624217119,889.0,0.1706333973128599,FD003,20,1.0,calibration
2.2,419,907,3883,1,0.002380952380952381,0.18935281837160753,927.0,0.1779270633397313,FD003,20,1.0,calibration
2.25,420,962,3828,0,0.0,0.20083507306889353,962.0,0.18464491362763916,FD003,20,1.0,calibration
2.3,420,1018,3772,0,0.0,0.21252609603340292,1018.0,0.19539347408829175,FD003,20,1.0,calibration
2.35,420,1068,3722,0,0.0,0.22296450939457202,1068.0,0.20499040307101726,FD003,20,1.0,calibration
2.4,420,1118,3672,0,0.0,0.23340292275574112,1118.0,0.2145873320537428,FD003,20,1.0,calibration
2.45,420,1181,3609,0,0.0,0.2465553235908142,1181.0,0.22667946257197696,FD003,20,1.0,calibration
2.5,420,1227,3563,0,0.0,0.2561586638830898,1227.0,0.23550863723608445,FD003,20,1.0,calibration
2.55,420,1275,3515,0,0.0,0.2661795407098121,1275.0,0.24472168905950095,FD003,20,1.0,calibration
2.6,420,1327,3463,0,0.0,0.277035490605428,1327.0,0.2547024952015355,FD003,20,1.0,calibration
2.65,420,1364,3426,0,0.0,0.2847599164926931,1364.0,0.2618042226487524,FD003,20,1.0,calibration
2.7,420,1410,3380,0,0.0,0.29436325678496866,1410.0,0.2706333973128599,FD003,20,1.0,calibration
2.75,420,1462,3328,0,0.0,0.30521920668058455,1462.0,0.2806142034548944,FD003,20,1.0,calibration
2.8,420,1511,3279,0,0.0,0.31544885177453025,1511.0,0.29001919385796543,FD003,20,1.0,calibration
2.85,420,1554,3236,0,0.0,0.3244258872651357,1554.0,0.2982725527831094,FD003,20,1.0,calibration
