k,TP_maintained_risky,FP_unnecessary_maintenance,TN_correct_no_maintenance,FN_missed_risky_cases,false_negative_rate,false_positive_rate,total_cost,average_cost_per_sample,dataset,method,cost_fn,cost_fp,split_used_for_k_selection
3.25,400,327,4463,20,0.047619047619047616,0.06826722338204592,367.0,0.07044145873320537,FD003,bootstrap_rf,2,1.0,calibration
3.3,402,343,4447,18,0.04285714285714286,0.07160751565762004,379.0,0.0727447216890595,FD003,bootstrap_rf,2,1.0,calibration
3.35,403,356,4434,17,0.04047619047619048,0.07432150313152401,390.0,0.07485604606525911,FD003,bootstrap_rf,2,1.0,calibration
3.4,403,370,4420,17,0.04047619047619048,0.07724425887265135,404.0,0.07754318618042226,FD003,bootstrap_rf,2,1.0,calibration
3.45,405,388,4402,15,0.03571428571428571,0.08100208768267224,418.0,0.08023032629558541,FD003,bootstrap_rf,2,1.0,calibration
3.5,406,399,4391,14,0.03333333333333333,0.08329853862212944,427.0,0.081957773512476,FD003,bootstrap_rf,2,1.0,calibration
3.55,406,410,4380,14,0.03333333333333333,0.08559498956158663,438.0,0.08406909788867563,FD003,bootstrap_rf,2,1.0,calibration
3.6,407,421,4369,13,0.030952380952380953,0.08789144050104385,447.0,0.08579654510556622,FD003,bootstrap_rf,2,1.0,calibration
3.65,407,429,4361,13,0.030952380952380953,0.0895615866388309,455.0,0.0873320537428023,FD003,bootstrap_rf,2,1.0,calibration
3.7,407,446,4344,13,0.030952380952380953,0.0931106471816284,472.0,0.09059500959692898,FD003,bootstrap_rf,2,1.0,calibration
3.75,407,461,4329,13,0.030952380952380953,0.09624217118997912,487.0,0.09347408829174664,FD003,bootstrap_rf,2,1.0,calibration
3.8,407,479,4311,13,0.030952380952380953,0.1,505.0,0.09692898272552783,FD003,bootstrap_rf,2,1.0,calibration
3.85,408,489,4301,12,0.02857142857142857,0.10208768267223382,513.0,0.09846449136276392,FD003,bootstrap_rf,2,1.0,calibration
3.9,411,505,4285,9,0.02142857142857143,0.10542797494780794,523.0,0.10038387715930902,FD003,bootstrap_rf,2,1.0,calibration
3.95,411,513,4277,9,0.02142857142857143,0.107098121085595,531.0,0.10191938579654511,FD003,bootstrap_rf,2,1.0,calibration
4.0,411,533,4257,9,0.02142857142857143,0.11127348643006263,551.0,0.10575815738963532,FD003,bootstrap_rf,2,1.0,calibration
4.05,411,547,4243,9,0.02142857142857143,0.11419624217118998,565.0,0.10844529750479846,FD003,bootstrap_rf,2,1.0,calibration
4.1,412,567,4223,8,0.01904761904761905,0.11837160751565762,583.0,0.11190019193857965,FD003,bootstrap_rf,2,1.0,calibration
4.15,412,578,4212,8,0.01904761904761905,0.12066805845511483,594.0,0.11401151631477927,FD003,bootstrap_rf,2,1.0,calibration
4.2,412,598,4192,8,0.01904761904761905,0.12484342379958246,614.0,0.11785028790786949,FD003,bootstrap_rf,2,1.0,calibration
4.25,412,618,4172,8,0.01904761904761905,0.1290187891440501,634.0,0.12168905950095969,FD003,bootstrap_rf,2,1.0,calibration
4.3,413,633,4157,7,0.016666666666666666,0.13215031315240083,647.0,0.12418426103646833,FD003,bootstrap_rf,2,1.0,calibration
4.35,413,645,4145,7,0.016666666666666666,0.13465553235908143,659.0,0.12648752399232246,FD003,bootstrap_rf,2,1.0,calibration
4.4,413,654,4136,7,0.016666666666666666,0.13653444676409185,668.0,0.12821497120921305,FD003,bootstrap_rf,2,1.0,calibration
4.45,413,668,4122,7,0.016666666666666666,0.1394572025052192,682.0,0.1309021113243762,FD003,bootstrap_rf,2,1.0,calibration
4.5,413,681,4109,7,0.016666666666666666,0.14217118997912317,695.0,0.13339731285988485,FD003,bootstrap_rf,2,1.0,calibration
4.55,413,688,4102,7,0.016666666666666666,0.14363256784968684,702.0,0.13474088291746641,FD003,bootstrap_rf,2,1.0,calibration
4.6,413,698,4092,7,0.016666666666666666,0.14572025052192067,712.0,0.13666026871401152,FD003,bootstrap_rf,2,1.0,calibration
4.65,413,712,4078,7,0.016666666666666666,0.14864300626304802,726.0,0.13934740882917465,FD003,bootstrap_rf,2,1.0,calibration
4.7,413,723,4067,7,0.016666666666666666,0.1509394572025052,737.0,0.14145873320537428,FD003,bootstrap_rf,2,1.0,calibration
4.75,413,735,4055,7,0.016666666666666666,0.1534446764091858,749.0,0.1437619961612284,FD003,bootstrap_rf,2,1.0,calibration
4.8,413,750,4040,7,0.016666666666666666,0.15657620041753653,764.0,0.14664107485604608,FD003,bootstrap_rf,2,1.0,calibration
4.85,414,766,4024,6,0.014285714285714285,0.15991649269311065,778.0,0.1493282149712092,FD003,bootstrap_rf,2,1.0,calibration
4.9,414,778,4012,6,0.014285714285714285,0.16242171189979124,790.0,0.15163147792706333,FD003,bootstrap_rf,2,1.0,calibration
4.95,414,787,4003,6,0.014285714285714285,0.16430062630480166,799.0,0.15335892514395394,FD003,bootstrap_rf,2,1.0,calibration
5.0,414,803,3987,6,0.014285714285714285,0.16764091858037578,815.0,0.15642994241842612,FD003,bootstrap_rf,2,1.0,calibration
5.05,414,822,3968,6,0.014285714285714285,0.17160751565762003,834.0,0.1600767754318618,FD003,bootstrap_rf,2,1.0,calibration
5.1,414,835,3955,6,0.014285714285714285,0.174321503131524,847.0,0.16257197696737044,FD003,bootstrap_rf,2,1.0,calibration
5.15,414,852,3938,6,0.014285714285714285,0.1778705636743215,864.0,0.1658349328214971,FD003,bootstrap_rf,2,1.0,calibration
5.2,414,871,3919,6,0.014285714285714285,0.18183716075156575,883.0,0.16948176583493282,FD003,bootstrap_rf,2,1.0,calibration
5.25,414,882,3908,6,0.014285714285714285,0.18413361169102296,894.0,0.17159309021113245,FD003,bootstrap_rf,2,1.0,calibration
5.3,414,896,3894,6,0.014285714285714285,0.18705636743215032,908.0,0.17428023032629558,FD003,bootstrap_rf,2,1.0,calibration
5.35,414,911,3879,6,0.014285714285714285,0.19018789144050105,923.0,0.17715930902111324,FD003,bootstrap_rf,2,1.0,calibration
5.4,414,916,3874,6,0.014285714285714285,0.19123173277661795,928.0,0.1781190019193858,FD003,bootstrap_rf,2,1.0,calibration
5.45,414,926,3864,6,0.014285714285714285,0.19331941544885178,938.0,0.1800383877159309,FD003,bootstrap_rf,2,1.0,calibration
5.5,414,935,3855,6,0.014285714285714285,0.1951983298538622,947.0,0.1817658349328215,FD003,bootstrap_rf,2,1.0,calibration
5.55,415,945,3845,5,0.011904761904761904,0.19728601252609604,955.0,0.1833013435700576,FD003,bootstrap_rf,2,1.0,calibration
5.6,415,959,3831,5,0.011904761904761904,0.2002087682672234,969.0,0.18598848368522072,FD003,bootstrap_rf,2,1.0,calibration
5.65,415,973,3817,5,0.011904761904761904,0.20313152400835074,983.0,0.18867562380038388,FD003,bootstrap_rf,2,1.0,calibration
5.7,415,987,3803,5,0.011904761904761904,0.20605427974947807,997.0,0.19136276391554702,FD003,bootstrap_rf,2,1.0,calibration
5.75,415,1009,3781,5,0.011904761904761904,0.2106471816283925,1019.0,0.19558541266794627,FD003,bootstrap_rf,2,1.0,calibration
5.8,415,1030,3760,5,0.011904761904761904,0.2150313152400835,1040.0,0.19961612284069097,FD003,bootstrap_rf,2,1.0,calibration
5.85,415,1039,3751,5,0.011904761904761904,0.21691022964509393,1049.0,0.20134357005758158,FD003,bootstrap_rf,2,1.0,calibration
5.9,415,1052,3738,5,0.011904761904761904,0.2196242171189979,1062.0,0.20383877159309022,FD003,bootstrap_rf,2,1.0,calibration
5.95,415,1071,3719,5,0.011904761904761904,0.22359081419624216,1081.0,0.2074856046065259,FD003,bootstrap_rf,2,1.0,calibration
6.0,416,1082,3708,4,0.009523809523809525,0.22588726513569937,1090.0,0.2092130518234165,FD003,bootstrap_rf,2,1.0,calibration
0.0,335,37,4753,85,0.20238095238095238,0.0077244258872651355,462.0,0.08867562380038388,FD003,bootstrap_rf,5,1.0,calibration
0.05,335,40,4750,85,0.20238095238095238,0.008350730688935281,465.0,0.0892514395393474,FD003,bootstrap_rf,5,1.0,calibration
0.1,337,40,4750,83,0.1976190476190476,0.008350730688935281,455.0,0.0873320537428023,FD003,bootstrap_rf,5,1.0,calibration
0.15,338,42,4748,82,0.19523809523809524,0.008768267223382045,452.0,0.08675623800383878,FD003,bootstrap_rf,5,1.0,calibration
0.2,339,43,4747,81,0.19285714285714287,0.008977035490605427,448.0,0.08598848368522073,FD003,bootstrap_rf,5,1.0,calibration
0.25,339,49,4741,81,0.19285714285714287,0.01022964509394572,454.0,0.08714011516314779,FD003,bootstrap_rf,5,1.0,calibration
0.3,340,51,4739,80,0.19047619047619047,0.010647181628392484,451.0,0.08656429942418425,FD003,bootstrap_rf,5,1.0,calibration
0.35,340,52,4738,80,0.19047619047619047,0.010855949895615866,452.0,0.08675623800383878,FD003,bootstrap_rf,5,1.0,calibration
0.4,340,55,4735,80,0.19047619047619047,0.011482254697286013,455.0,0.0873320537428023,FD003,bootstrap_rf,5,1.0,calibration
0.45,342,58,4732,78,0.18571428571428572,0.012108559498956159,448.0,0.08598848368522073,FD003,bootstrap_rf,5,1.0,calibration
0.5,344,61,4729,76,0.18095238095238095,0.012734864300626305,441.0,0.08464491362763915,FD003,bootstrap_rf,5,1.0,calibration
0.55,344,64,4726,76,0.18095238095238095,0.013361169102296452,444.0,0.08522072936660269,FD003,bootstrap_rf,5,1.0,calibration
0.6,345,67,4723,75,0.17857142857142858,0.013987473903966596,442.0,0.08483685220729367,FD003,bootstrap_rf,5,1.0,calibration
0.65,346,71,4719,74,0.1761904761904762,0.014822546972860125,441.0,0.08464491362763915,FD003,bootstrap_rf,5,1.0,calibration
0.7,348,75,4715,72,0.17142857142857143,0.015657620041753653,435.0,0.08349328214971209,FD003,bootstrap_rf,5,1.0,calibration
0.75,349,78,4712,71,0.16904761904761906,0.0162839248434238,433.0,0.08310940499040308,FD003,bootstrap_rf,5,1.0,calibration
0.8,350,80,4710,70,0.16666666666666666,0.016701461377870562,430.0,0.08253358925143954,FD003,bootstrap_rf,5,1.0,calibration
0.85,350,81,4709,70,0.16666666666666666,0.016910229645093946,431.0,0.08272552783109405,FD003,bootstrap_rf,5,1.0,calibration
0.9,351,82,4708,69,0.16428571428571428,0.017118997912317326,427.0,0.081957773512476,FD003,bootstrap_rf,5,1.0,calibration
0.95,352,82,4708,68,0.1619047619047619,0.017118997912317326,422.0,0.08099808061420345,FD003,bootstrap_rf,5,1.0,calibration
1.0,354,84,4706,66,0.15714285714285714,0.01753653444676409,414.0,0.07946257197696736,FD003,bootstrap_rf,5,1.0,calibration
1.05,354,87,4703,66,0.15714285714285714,0.01816283924843424,417.0,0.0800383877159309,FD003,bootstrap_rf,5,1.0,calibration
1.1,354,89,4701,66,0.15714285714285714,0.018580375782881003,419.0,0.08042226487523993,FD003,bootstrap_rf,5,1.0,calibration
1.15,355,93,4697,65,0.15476190476190477,0.01941544885177453,418.0,0.08023032629558541,FD003,bootstrap_rf,5,1.0,calibration
1.2,355,94,4696,65,0.15476190476190477,0.01962421711899791,419.0,0.08042226487523993,FD003,bootstrap_rf,5,1.0,calibration
1.25,357,98,4692,63,0.15,0.02045929018789144,413.0,0.07927063339731286,FD003,bootstrap_rf,5,1.0,calibration
1.3,358,100,4690,62,0.14761904761904762,0.020876826722338204,410.0,0.07869481765834933,FD003,bootstrap_rf,5,1.0,calibration
1.35,358,104,4686,62,0.14761904761904762,0.021711899791231733,414.0,0.07946257197696736,FD003,bootstrap_rf,5,1.0,calibration
1.4,358,108,4682,62,0.14761904761904762,0.02254697286012526,418.0,0.08023032629558541,FD003,bootstrap_rf,5,1.0,calibration
1.45,359,109,4681,61,0.14523809523809525,0.02275574112734864,414.0,0.07946257197696736,FD003,bootstrap_rf,5,1.0,calibration
1.5,360,116,4674,60,0.14285714285714285,0.024217118997912318,416.0,0.07984644913627639,FD003,bootstrap_rf,5,1.0,calibration
1.55,362,121,4669,58,0.1380952380952381,0.025260960334029227,411.0,0.07888675623800384,FD003,bootstrap_rf,5,1.0,calibration
1.6,362,123,4667,58,0.1380952380952381,0.02567849686847599,413.0,0.07927063339731286,FD003,bootstrap_rf,5,1.0,calibration
1.65,364,123,4667,56,0.13333333333333333,0.02567849686847599,403.0,0.07735124760076775,FD003,bootstrap_rf,5,1.0,calibration
1.7,365,124,4666,55,0.13095238095238096,0.025887265135699375,399.0,0.07658349328214971,FD003,bootstrap_rf,5,1.0,calibration
1.75,368,129,4661,52,0.12380952380952381,0.026931106471816284,389.0,0.0746641074856046,FD003,bootstrap_rf,5,1.0,calibration
1.8,369,136,4654,51,0.12142857142857143,0.028392484342379957,391.0,0.07504798464491363,FD003,bootstrap_rf,5,1.0,calibration
1.85,369,139,4651,51,0.12142857142857143,0.029018789144050105,394.0,0.07562380038387716,FD003,bootstrap_rf,5,1.0,calibration
1.9,370,144,4646,50,0.11904761904761904,0.030062630480167014,394.0,0.07562380038387716,FD003,bootstrap_rf,5,1.0,calibration
1.95,371,146,4644,49,0.11666666666666667,0.030480167014613778,391.0,0.07504798464491363,FD003,bootstrap_rf,5,1.0,calibration
2.0,371,151,4639,49,0.11666666666666667,0.03152400835073069,396.0,0.07600767754318619,FD003,bootstrap_rf,5,1.0,calibration
2.05,372,151,4639,48,0.11428571428571428,0.03152400835073069,391.0,0.07504798464491363,FD003,bootstrap_rf,5,1.0,calibration
2.1,374,157,4633,46,0.10952380952380952,0.03277661795407098,387.0,0.07428023032629559,FD003,bootstrap_rf,5,1.0,calibration
2.15,375,162,4628,45,0.10714285714285714,0.03382045929018789,387.0,0.07428023032629559,FD003,bootstrap_rf,5,1.0,calibration
2.2,375,163,4627,45,0.10714285714285714,0.03402922755741127,388.0,0.0744721689059501,FD003,bootstrap_rf,5,1.0,calibration
2.25,375,171,4619,45,0.10714285714285714,0.03569937369519833,396.0,0.07600767754318619,FD003,bootstrap_rf,5,1.0,calibration
2.3,375,177,4613,45,0.10714285714285714,0.036951983298538625,402.0,0.07715930902111325,FD003,bootstrap_rf,5,1.0,calibration
2.35,375,182,4608,45,0.10714285714285714,0.037995824634655534,407.0,0.0781190019193858,FD003,bootstrap_rf,5,1.0,calibration
2.4,377,183,4607,43,0.10238095238095238,0.038204592901878914,398.0,0.0763915547024952,FD003,bootstrap_rf,5,1.0,calibration
2.45,379,188,4602,41,0.09761904761904762,0.03924843423799582,393.0,0.07543186180422265,FD003,bootstrap_rf,5,1.0,calibration
2.5,383,191,4599,37,0.0880952380952381,0.03987473903966597,376.0,0.07216890595009597,FD003,bootstrap_rf,5,1.0,calibration
2.55,384,195,4595,36,0.08571428571428572,0.0407098121085595,375.0,0.07197696737044146,FD003,bootstrap_rf,5,1.0,calibration
2.6,384,200,4590,36,0.08571428571428572,0.04175365344467641,380.0,0.07293666026871401,FD003,bootstrap_rf,5,1.0,calibration
2.65,385,209,4581,35,0.08333333333333333,0.043632567849686846,384.0,0.07370441458733205,FD003,bootstrap_rf,5,1.0,calibration
2.7,385,213,4577,35,0.08333333333333333,0.044467640918580374,388.0,0.0744721689059501,FD003,bootstrap_rf,5,1.0,calibration
2.75,386,223,4567,34,0.08095238095238096,0.0465553235908142,393.0,0.07543186180422265,FD003,bootstrap_rf,5,1.0,calibration
2.8,387,226,4564,33,0.07857142857142857,0.04718162839248434,391.0,0.07504798464491363,FD003,bootstrap_rf,5,1.0,calibration
2.85,389,235,4555,31,0.07380952380952381,0.049060542797494784,390.0,0.07485604606525911,FD003,bootstrap_rf,5,1.0,calibration
2.9,392,249,4541,28,0.06666666666666667,0.05198329853862213,389.0,0.0746641074856046,FD003,bootstrap_rf,5,1.0,calibration
2.95,394,258,4532,26,0.06190476190476191,0.05386221294363257,388.0,0.0744721689059501,FD003,bootstrap_rf,5,1.0,calibration
3.0,395,269,4521,25,0.05952380952380952,0.05615866388308977,394.0,0.07562380038387716,FD003,bootstrap_rf,5,1.0,calibration
3.05,396,284,4506,24,0.05714285714285714,0.0592901878914405,404.0,0.07754318618042226,FD003,bootstrap_rf,5,1.0,calibration
3.1,396,293,4497,24,0.05714285714285714,0.061169102296450936,413.0,0.07927063339731286,FD003,bootstrap_rf,5,1.0,calibration
3.15,398,305,4485,22,0.05238095238095238,0.06367432150313153,415.0,0.07965451055662189,FD003,bootstrap_rf,5,1.0,calibration
3.2,399,313,4477,21,0.05,0.06534446764091859,418.0,0.08023032629558541,FD003,bootstrap_rf,5,1.0,calibration
3.25,400,327,4463,20,0.047619047619047616,0.06826722338204592,427.0,0.081957773512476,FD003,bootstrap_rf,5,1.0,calibration
3.3,402,343,4447,18,0.04285714285714286,0.07160751565762004,433.0,0.08310940499040308,FD003,bootstrap_rf,5,1.0,calibration
3.35,403,356,4434,17,0.04047619047619048,0.07432150313152401,441.0,0.08464491362763915,FD003,bootstrap_rf,5,1.0,calibration
3.4,403,370,4420,17,0.04047619047619048,0.07724425887265135,455.0,0.0873320537428023,FD003,bootstrap_rf,5,1.0,calibration
3.45,405,388,4402,15,0.03571428571428571,0.08100208768267224,463.0,0.08886756238003839,FD003,bootstrap_rf,5,1.0,calibration
3.5,406,399,4391,14,0.03333333333333333,0.08329853862212944,469.0,0.09001919385796545,FD003,bootstrap_rf,5,1.0,calibration
3.55,406,410,4380,14,0.03333333333333333,0.08559498956158663,480.0,0.09213051823416507,FD003,bootstrap_rf,5,1.0,calibration
3.6,407,421,4369,13,0.030952380952380953,0.08789144050104385,486.0,0.09328214971209213,FD003,bootstrap_rf,5,1.0,calibration
3.65,407,429,4361,13,0.030952380952380953,0.0895615866388309,494.0,0.09481765834932822,FD003,bootstrap_rf,5,1.0,calibration
3.7,407,446,4344,13,0.030952380952380953,0.0931106471816284,511.0,0.09808061420345489,FD003,bootstrap_rf,5,1.0,calibration
3.75,407,461,4329,13,0.030952380952380953,0.09624217118997912,526.0,0.10095969289827256,FD003,bootstrap_rf,5,1.0,calibration
3.8,407,479,4311,13,0.030952380952380953,0.1,544.0,0.10441458733205375,FD003,bootstrap_rf,5,1.0,calibration
3.85,408,489,4301,12,0.02857142857142857,0.10208768267223382,549.0,0.1053742802303263,FD003,bootstrap_rf,5,1.0,calibration
3.9,411,505,4285,9,0.02142857142857143,0.10542797494780794,550.0,0.10556621880998081,FD003,bootstrap_rf,5,1.0,calibration
3.95,411,513,4277,9,0.02142857142857143,0.107098121085595,558.0,0.1071017274472169,FD003,bootstrap_rf,5,1.0,calibration
4.0,411,533,4257,9,0.02142857142857143,0.11127348643006263,578.0,0.1109404990403071,FD003,bootstrap_rf,5,1.0,calibration
4.05,411,547,4243,9,0.02142857142857143,0.11419624217118998,592.0,0.11362763915547025,FD003,bootstrap_rf,5,1.0,calibration
4.1,412,567,4223,8,0.01904761904761905,0.11837160751565762,607.0,0.1165067178502879,FD003,bootstrap_rf,5,1.0,calibration
4.15,412,578,4212,8,0.01904761904761905,0.12066805845511483,618.0,0.11861804222648753,FD003,bootstrap_rf,5,1.0,calibration
