uncertainty_bin,count,mean_uncertainty,mean_abs_error,median_abs_error,dangerous_rate,mean_overestimate
"(-0.001, 6.751]",785,3.537269821539068,3.989248407643312,1.3499999999999943,0.3668789808917197,7.178715277777777
"(6.751, 12.089]",784,9.658555072525976,9.533660714285714,4.57,0.3392857142857143,15.933947368421054
"(12.089, 16.857]",785,14.353104376564364,12.419426751592356,7.740000000000009,0.2929936305732484,21.19778260869565
"(16.857, 22.215]",784,19.485816031617176,17.604017857142857,13.175000000000004,0.3380102040816326,25.50377358490566
"(22.215, 27.781]",785,25.044392142787828,21.25208917197452,19.150000000000006,0.35286624203821654,24.75393501805054
"(27.781, 41.152]",785,31.324956650416276,22.561796178343947,21.42,0.40382165605095544,21.67
