k,TP_maintained_risky,FP_unnecessary_maintenance,TN_correct_no_maintenance,FN_missed_risky_cases,false_negative_rate,false_positive_rate,total_cost,average_cost_per_sample,dataset,method,cost_fn,cost_fp,split_used_for_k_selection
0.0,370,64,3752,50,0.11904761904761904,0.016771488469601678,164.0,0.03871576959395656,FD001,bootstrap_rf,2,1.0,calibration
0.05,371,65,3751,49,0.11666666666666667,0.017033542976939202,163.0,0.03847969782813975,FD001,bootstrap_rf,2,1.0,calibration
0.1,373,66,3750,47,0.11190476190476191,0.01729559748427673,160.0,0.03777148253068933,FD001,bootstrap_rf,2,1.0,calibration
0.15,374,66,3750,46,0.10952380952380952,0.01729559748427673,158.0,0.037299338999055714,FD001,bootstrap_rf,2,1.0,calibration
0.2,376,67,3749,44,0.10476190476190476,0.017557651991614256,155.0,0.03659112370160529,FD001,bootstrap_rf,2,1.0,calibration
0.25,376,69,3747,44,0.10476190476190476,0.018081761006289308,157.0,0.037063267233238904,FD001,bootstrap_rf,2,1.0,calibration
0.3,376,72,3744,44,0.10476190476190476,0.018867924528301886,160.0,0.03777148253068933,FD001,bootstrap_rf,2,1.0,calibration
0.35,376,74,3742,44,0.10476190476190476,0.01939203354297694,162.0,0.03824362606232295,FD001,bootstrap_rf,2,1.0,calibration
0.4,376,75,3741,44,0.10476190476190476,0.019654088050314465,163.0,0.03847969782813975,FD001,bootstrap_rf,2,1.0,calibration
0.45,376,78,3738,44,0.10476190476190476,0.020440251572327043,166.0,0.03918791312559018,FD001,bootstrap_rf,2,1.0,calibration
0.5,377,81,3735,43,0.10238095238095238,0.02122641509433962,167.0,0.039423984891406985,FD001,bootstrap_rf,2,1.0,calibration
0.55,378,84,3732,42,0.1,0.0220125786163522,168.0,0.039660056657223795,FD001,bootstrap_rf,2,1.0,calibration
0.6,378,89,3727,42,0.1,0.023322851153039833,173.0,0.04084041548630784,FD001,bootstrap_rf,2,1.0,calibration
0.65,378,90,3726,42,0.1,0.02358490566037736,174.0,0.04107648725212465,FD001,bootstrap_rf,2,1.0,calibration
0.7,379,93,3723,41,0.09761904761904762,0.02437106918238994,175.0,0.04131255901794145,FD001,bootstrap_rf,2,1.0,calibration
